timestamp,x,y,z,w
1582297585579403,-0.402832,0.838745,0.200989,-0.306335
1582297585602640,-0.402405,0.838562,0.202759,-0.306152
1582297585625281,-0.402161,0.83844,0.204224,-0.305847
1582297585639420,-0.402283,0.83844,0.205078,-0.305115
1582297585662185,-0.4021,0.838501,0.205627,-0.30481
1582297585685326,-0.402222,0.838562,0.205811,-0.304382
1582297585706435,-0.402405,0.838623,0.20575,-0.304077
1582297585722227,-0.402283,0.838379,0.206848,-0.304077
1582297585744973,-0.402405,0.838379,0.207336,-0.303711
1582297585766335,-0.402405,0.838318,0.207581,-0.303528
1582297585789856,-0.402405,0.838196,0.208374,-0.303406
1582297585804810,-0.401917,0.838013,0.209656,-0.30365
1582297585825947,-0.401611,0.83783,0.210693,-0.303833
1582297585842766,-0.401428,0.837769,0.211182,-0.303894
1582297585864772,-0.40155,0.837769,0.211304,-0.30365
1582297585885633,-0.40155,0.837769,0.211304,-0.30365
1582297585902602,-0.40155,0.837708,0.211426,-0.303772
1582297585925479,-0.40155,0.837646,0.211487,-0.303833
1582297585946442,-0.40155,0.837708,0.211426,-0.303833
1582297585962388,-0.401672,0.837463,0.21167,-0.304016
1582297585985320,-0.401611,0.83728,0.212097,-0.304443
1582297586006320,-0.401794,0.837036,0.212585,-0.304382
1582297586022220,-0.402161,0.836914,0.212769,-0.30426
1582297586045167,-0.402527,0.836731,0.212891,-0.304077
1582297586066298,-0.402771,0.836609,0.213135,-0.304016
1582297586082097,-0.403076,0.836243,0.213684,-0.304138
1582297586105009,-0.403564,0.835876,0.214539,-0.304016
1582297586127951,-0.403809,0.835571,0.214905,-0.304138
1582297586142928,-0.404175,0.835449,0.214905,-0.304138
1582297586164852,-0.40448,0.835327,0.214661,-0.304138
1582297586187777,-0.404785,0.835205,0.214355,-0.304321
1582297586202737,-0.405029,0.835144,0.213989,-0.304443
1582297586224756,-0.405151,0.835083,0.213623,-0.304749
1582297586247617,-0.405273,0.835022,0.213257,-0.304871
1582297586261580,-0.405334,0.835083,0.21283,-0.304932
1582297586284578,-0.405334,0.835144,0.212769,-0.304932
1582297586307680,-0.405334,0.835022,0.212952,-0.304993
1582297586321821,-0.405334,0.8349,0.213379,-0.305115
1582297586345356,-0.405457,0.834778,0.213867,-0.304871
1582297586367307,-0.405457,0.834839,0.214172,-0.304626
1582297586382257,-0.405457,0.834778,0.214478,-0.304565
1582297586405486,-0.405457,0.834717,0.214844,-0.304382
1582297586427246,-0.405457,0.834778,0.214966,-0.304199
1582297586442104,-0.405457,0.834778,0.214966,-0.30426
1582297586449078,-0.405457,0.834656,0.215332,-0.304321
1582297586471020,-0.405579,0.834595,0.215393,-0.30426
1582297586493155,-0.405579,0.834595,0.215393,-0.30426
1582297586509126,-0.405579,0.834595,0.215393,-0.304199
1582297586530949,-0.405579,0.834595,0.215393,-0.304199
1582297586553155,-0.405457,0.834473,0.215759,-0.304382
1582297586569756,-0.405396,0.834412,0.215942,-0.304504
1582297586590924,-0.405396,0.834412,0.215942,-0.304504
1582297586612687,-0.405396,0.834473,0.215942,-0.304504
1582297586629601,-0.405396,0.834473,0.215942,-0.304443
1582297586650769,-0.405457,0.834412,0.216064,-0.304504
1582297586672534,-0.405457,0.83429,0.216309,-0.304504
1582297586689669,-0.405518,0.834229,0.216492,-0.304565
1582297586710606,-0.405579,0.834167,0.216675,-0.304504
1582297586733382,-0.405579,0.834167,0.216614,-0.304504
1582297586749474,-0.405579,0.834167,0.216675,-0.304443
1582297586770753,-0.405457,0.834106,0.216919,-0.304626
1582297586793354,-0.405518,0.834045,0.217041,-0.304688
1582297586809372,-0.405518,0.834045,0.21698,-0.304626
1582297586830248,-0.405518,0.834106,0.216919,-0.304626
1582297586853180,-0.405701,0.834045,0.216614,-0.304565
1582297586868975,-0.405701,0.834106,0.216614,-0.304565
1582297586898262,-0.405701,0.834106,0.216614,-0.304565
1582297586913020,-0.406006,0.834167,0.216187,-0.30426
1582297586928986,-0.406189,0.834229,0.215759,-0.304138
1582297586950958,-0.406311,0.83429,0.215454,-0.304016
1582297586972877,-0.40625,0.834412,0.215088,-0.304016
1582297586989645,-0.406311,0.834656,0.214294,-0.303833
1582297587010884,-0.406372,0.8349,0.213257,-0.303772
1582297587032716,-0.406494,0.835083,0.212158,-0.303833
1582297587050472,-0.406677,0.835266,0.21106,-0.304016
1582297587071416,-0.406494,0.835205,0.210754,-0.304565
1582297587093399,-0.406128,0.835144,0.210938,-0.305054
1582297587110535,-0.405823,0.835327,0.210632,-0.305176
1582297587130816,-0.405579,0.835693,0.2099,-0.305054
1582297587153270,-0.405212,0.836182,0.208984,-0.30481
1582297587177129,-0.404968,0.836609,0.207947,-0.304626
1582297587190165,-0.404541,0.836975,0.207275,-0.304626
1582297587213451,-0.404114,0.837341,0.206848,-0.304626
1582297587230984,-0.403809,0.837769,0.205994,-0.304443
1582297587250980,-0.40332,0.838257,0.2052,-0.304199
1582297587273252,-0.402954,0.838745,0.204285,-0.303894
1582297587290826,-0.402588,0.839111,0.203552,-0.303772
1582297587310781,-0.402466,0.839478,0.202881,-0.303528
1582297587333196,-0.402222,0.839783,0.202332,-0.303406
1582297587350780,-0.401978,0.840027,0.202026,-0.303284
1582297587370789,-0.401611,0.84021,0.201782,-0.303284
1582297587392753,-0.401123,0.840454,0.20166,-0.303467
1582297587411006,-0.400696,0.840698,0.201538,-0.303284
1582297587431498,-0.40033,0.841064,0.201111,-0.303101
1582297587453590,-0.400146,0.84137,0.200562,-0.302856
1582297587470439,-0.399902,0.841614,0.200073,-0.302795
1582297587490485,-0.399658,0.841858,0.199524,-0.302856
1582297587513279,-0.399414,0.842041,0.199097,-0.302917
1582297587531195,-0.399475,0.842285,0.19812,-0.302734
1582297587550564,-0.399536,0.842529,0.197266,-0.302612
1582297587573294,-0.399475,0.842651,0.196655,-0.302673
1582297587591271,-0.399658,0.842834,0.195923,-0.30249
1582297587610172,-0.399719,0.842957,0.195313,-0.302551
1582297587633339,-0.39978,0.843079,0.194641,-0.302551
1582297587650859,-0.399841,0.843079,0.194275,-0.302612
1582297587671849,-0.399963,0.843079,0.193909,-0.302673
1582297587693259,-0.399963,0.843079,0.193909,-0.302673
1582297587711114,-0.400208,0.843018,0.193848,-0.302612
1582297587731651,-0.400452,0.842896,0.19397,-0.302551
1582297587752785,-0.400452,0.842773,0.194519,-0.302612
1582297587770542,-0.400391,0.842651,0.195007,-0.302612
1582297587791531,-0.40033,0.842529,0.195618,-0.302673
1582297587812487,-0.400146,0.842407,0.196228,-0.302795
1582297587830382,-0.400024,0.842407,0.196533,-0.302856
1582297587852343,-0.400085,0.842346,0.196594,-0.302856
1582297587873266,-0.400024,0.842285,0.196716,-0.30304
1582297587891358,-0.400146,0.842163,0.196838,-0.303101
1582297587912253,-0.400146,0.842102,0.196838,-0.303223
1582297587928120,-0.400085,0.84198,0.197144,-0.303467
1582297587951061,-0.400146,0.841858,0.197388,-0.303589
1582297587972024,-0.400085,0.841797,0.197632,-0.303833
1582297587988399,-0.399902,0.841614,0.198181,-0.304016
1582297588010901,-0.399719,0.841492,0.198853,-0.30426
1582297588033743,-0.399658,0.841431,0.199097,-0.304321
1582297588047800,-0.399414,0.841431,0.199402,-0.304504
1582297588069787,-0.399109,0.84137,0.199585,-0.30481
1582297588092739,-0.398926,0.841431,0.199585,-0.305054
1582297588113836,-0.398926,0.841431,0.199585,-0.304993
1582297588129605,-0.398926,0.841431,0.199585,-0.304993
1582297588152730,-0.398926,0.841431,0.199585,-0.304993
1582297588173696,-0.398926,0.841431,0.199524,-0.304993
1582297588190419,-0.398865,0.841492,0.199585,-0.304932
1582297588212358,-0.398865,0.841492,0.199524,-0.304932
1582297588226698,-0.398865,0.841492,0.199524,-0.304932
1582297588250259,-0.398987,0.84137,0.199829,-0.30481
1582297588272250,-0.398865,0.841309,0.200256,-0.304871
1582297588287161,-0.398865,0.841309,0.2005,-0.304688
1582297588310101,-0.398865,0.84137,0.200439,-0.304688
1582297588332448,-0.398865,0.84137,0.200439,-0.304626
1582297588346999,-0.398865,0.84137,0.200378,-0.304688
1582297588369946,-0.398865,0.84137,0.200378,-0.304626
1582297588392889,-0.399048,0.84137,0.200195,-0.304565
1582297588406906,-0.398865,0.84137,0.200439,-0.304688
1582297588429948,-0.398743,0.84137,0.200562,-0.304626
1582297588458894,-0.398743,0.841431,0.200562,-0.304626
1582297588466869,-0.398743,0.841431,0.2005,-0.304626
1582297588489618,-0.398743,0.841431,0.2005,-0.304626
1582297588512625,-0.398804,0.841492,0.200195,-0.304565
1582297588533701,-0.398804,0.841492,0.200195,-0.304565
1582297588550457,-0.398804,0.841492,0.200195,-0.304565
1582297588572613,-0.398804,0.841492,0.200134,-0.304565
1582297588593763,-0.398804,0.841492,0.200134,-0.304565
1582297588610308,-0.398804,0.841492,0.200134,-0.304565
1582297588632243,-0.398804,0.841492,0.200073,-0.304565
1582297588653668,-0.398804,0.841553,0.200073,-0.304443
1582297588670425,-0.398804,0.841553,0.200073,-0.304443
1582297588692155,-0.398804,0.841553,0.200073,-0.304443
1582297588714140,-0.398804,0.841614,0.200012,-0.304382
1582297588730041,-0.398804,0.841614,0.200012,-0.304382
1582297588752920,-0.398804,0.841614,0.200012,-0.304382
1582297588774069,-0.398743,0.841614,0.199951,-0.304382
1582297588789821,-0.398743,0.841614,0.199951,-0.304382
1582297588812829,-0.398743,0.841614,0.199951,-0.304443
1582297588840906,-0.398682,0.841614,0.200012,-0.304565
1582297588849750,-0.398682,0.841614,0.200012,-0.304565
1582297588872599,-0.398621,0.841553,0.200256,-0.304626
1582297588893556,-0.398621,0.841553,0.200256,-0.304626
1582297588909734,-0.398499,0.841492,0.2005,-0.30481
1582297588932437,-0.398193,0.84137,0.200867,-0.305237
1582297588955371,-0.397888,0.841248,0.201355,-0.305664
1582297588970333,-0.397949,0.841125,0.20166,-0.305603
1582297588992272,-0.397888,0.841187,0.201843,-0.305542
1582297589015219,-0.397827,0.841064,0.202087,-0.305725
1582297589030172,-0.397644,0.841064,0.202271,-0.305908
1582297589052123,-0.397095,0.841003,0.202637,-0.306519
1582297589075053,-0.396667,0.84082,0.202942,-0.307373
1582297589089017,-0.396973,0.840759,0.203491,-0.306824
1582297589120292,-0.397095,0.840881,0.203369,-0.306335
1582297589134897,-0.397034,0.840881,0.203369,-0.306396
1582297589149084,-0.397278,0.84082,0.203369,-0.306335
1582297589172789,-0.397278,0.840759,0.203064,-0.306641
1582297589195181,-0.396973,0.840637,0.203003,-0.307434
1582297589209731,-0.396973,0.840454,0.203125,-0.307922
1582297589232636,-0.397034,0.840332,0.203186,-0.308105
1582297589254782,-0.397217,0.84021,0.203186,-0.308105
1582297589269594,-0.397461,0.84021,0.202698,-0.308105
1582297589292511,-0.397644,0.840149,0.202209,-0.30835
1582297589315416,-0.397766,0.840088,0.201965,-0.308594
1582297589329372,-0.39801,0.840088,0.201721,-0.308411
1582297589352318,-0.398132,0.840088,0.201355,-0.308472
1582297589375457,-0.398315,0.840027,0.201172,-0.308594
1582297589397261,-0.398499,0.839966,0.200928,-0.308716
1582297589412150,-0.398682,0.839966,0.200562,-0.308716
1582297589435154,-0.398743,0.839966,0.200256,-0.308777
1582297589456242,-0.398743,0.839966,0.200195,-0.308777
1582297589472444,-0.398743,0.839966,0.200256,-0.308777
1582297589495078,-0.398865,0.839905,0.200317,-0.308777
1582297589516062,-0.399048,0.839905,0.200317,-0.308594
1582297589532950,-0.399231,0.839905,0.200134,-0.308411
1582297589554828,-0.399231,0.839844,0.200134,-0.308472
1582297589576710,-0.399231,0.839844,0.200134,-0.308472
1582297589592731,-0.399231,0.839905,0.200134,-0.308411
1582297589614654,-0.399231,0.839905,0.200134,-0.308472
1582297589636637,-0.399353,0.839905,0.19989,-0.30835
1582297589652550,-0.399353,0.839905,0.19989,-0.30835
1582297589674644,-0.399292,0.839905,0.200073,-0.30835
1582297589696850,-0.399292,0.839905,0.200012,-0.30835
1582297589712401,-0.399292,0.839905,0.200012,-0.30835
1582297589735312,-0.399292,0.839905,0.200012,-0.308289
1582297589756415,-0.399292,0.839905,0.200012,-0.308289
1582297589772270,-0.399353,0.839966,0.199768,-0.308228
1582297589795397,-0.399353,0.839966,0.199768,-0.308228
1582297589816258,-0.399353,0.840027,0.199707,-0.308228
1582297589832214,-0.399414,0.840088,0.199463,-0.308105
1582297589855111,-0.399536,0.840149,0.199219,-0.307922
1582297589876055,-0.399536,0.840149,0.199219,-0.307922
1582297589892875,-0.399536,0.840149,0.199158,-0.307922
1582297589914809,-0.399536,0.84021,0.199158,-0.307861
1582297589937968,-0.399536,0.84021,0.199158,-0.307861
1582297589952704,-0.399536,0.84021,0.199158,-0.307861
1582297589974783,-0.399536,0.84021,0.199158,-0.307922
1582297589997583,-0.399475,0.840149,0.199341,-0.307922
1582297590012543,-0.399475,0.840149,0.199341,-0.307861
1582297590034754,-0.399475,0.840149,0.199341,-0.307922
1582297590057426,-0.399475,0.840149,0.19928,-0.307861
1582297590071434,-0.399475,0.84021,0.19928,-0.307861
1582297590095321,-0.399475,0.84021,0.19928,-0.307861
1582297590117537,-0.399475,0.84021,0.19928,-0.307922
1582297590132225,-0.399475,0.840149,0.199463,-0.307861
1582297590155221,-0.399536,0.840088,0.199707,-0.307739
1582297590177107,-0.399536,0.840027,0.199951,-0.3078
1582297590192133,-0.399536,0.840027,0.199951,-0.3078
1582297590215008,-0.399536,0.840027,0.19989,-0.307739
1582297590237949,-0.399536,0.840027,0.19989,-0.307739
1582297590251909,-0.399536,0.840027,0.19989,-0.3078
1582297590274846,-0.399536,0.840027,0.19989,-0.3078
1582297590297781,-0.399536,0.840027,0.19989,-0.307739
1582297590311859,-0.399536,0.840027,0.199829,-0.307739
1582297590334687,-0.399536,0.840027,0.199829,-0.307739
1582297590357877,-0.399536,0.840027,0.199829,-0.307739
1582297590371628,-0.399475,0.840027,0.200134,-0.3078
1582297590394675,-0.399475,0.839966,0.200378,-0.3078
1582297590417720,-0.399475,0.839905,0.200378,-0.3078
1582297590438466,-0.399475,0.839966,0.200378,-0.307739
1582297590455358,-0.399536,0.839966,0.200378,-0.307739
1582297590477430,-0.399536,0.839966,0.200378,-0.307739
1582297590506277,-0.399536,0.839966,0.200317,-0.307739
1582297590515197,-0.399536,0.839966,0.200317,-0.307739
1582297590537144,-0.399475,0.839966,0.200317,-0.307739
1582297590559152,-0.399536,0.839966,0.200317,-0.307678
1582297590575290,-0.399536,0.839966,0.200256,-0.307678
1582297590597175,-0.399536,0.840027,0.200256,-0.307678
1582297590619002,-0.399536,0.840027,0.200256,-0.307678
1582297590635121,-0.399536,0.840027,0.200256,-0.307678
1582297590657862,-0.399536,0.840027,0.200256,-0.307678
1582297590678824,-0.399475,0.840088,0.200073,-0.307617
1582297590694717,-0.399475,0.840271,0.199524,-0.307495
1582297590717658,-0.39917,0.840576,0.198914,-0.307495
1582297590738748,-0.398682,0.840942,0.19812,-0.307495
1582297590754716,-0.398376,0.841553,0.196533,-0.307251
1582297590777499,-0.398193,0.842346,0.194458,-0.306641
1582297590798936,-0.398132,0.843079,0.192627,-0.305969
1582297590815395,-0.398071,0.843689,0.19104,-0.305359
1582297590838333,-0.39801,0.844055,0.190186,-0.304871
1582297590860334,-0.398071,0.844238,0.189819,-0.304504
1582297590875304,-0.398376,0.844299,0.189819,-0.303955
1582297590897241,-0.398682,0.844116,0.190369,-0.303711
1582297590920123,-0.399048,0.843872,0.191162,-0.303406
1582297590935130,-0.399658,0.843445,0.191956,-0.303345
1582297590957105,-0.400146,0.84259,0.193542,-0.304016
1582297590979960,-0.400574,0.841125,0.196289,-0.305786
1582297591000940,-0.400696,0.839478,0.199585,-0.307922
1582297591017853,-0.401367,0.838135,0.201294,-0.309692
1582297591039797,-0.40271,0.835815,0.203796,-0.312439
1582297591060747,-0.403748,0.832153,0.208923,-0.317627
1582297591077785,-0.403931,0.828552,0.214417,-0.322998
1582297591099769,-0.405151,0.826355,0.216187,-0.325928
1582297591121642,-0.407776,0.824768,0.215454,-0.327148
1582297591137589,-0.410889,0.822632,0.21521,-0.328735
1582297591159694,-0.413635,0.820129,0.215942,-0.331116
1582297591181575,-0.415588,0.817993,0.216675,-0.333496
1582297591197375,-0.417603,0.815796,0.217041,-0.336182
1582297591220311,-0.419922,0.813293,0.21759,-0.338928
1582297591241700,-0.422058,0.811218,0.217346,-0.341431
1582297591257262,-0.423767,0.809021,0.217041,-0.344543
1582297591280194,-0.425354,0.806702,0.217407,-0.347961
1582297591301507,-0.426819,0.804504,0.217346,-0.351257
1582297591317234,-0.42804,0.802307,0.217651,-0.354553
1582297591340040,-0.428955,0.800049,0.218201,-0.358093
1582297591361123,-0.429626,0.797791,0.219238,-0.361755
1582297591377890,-0.429016,0.795593,0.221497,-0.365906
1582297591399834,-0.42688,0.79303,0.225708,-0.37146
1582297591421991,-0.425842,0.790527,0.229004,-0.375793
1582297591437736,-0.425171,0.788635,0.231445,-0.379089
1582297591461672,-0.424377,0.786621,0.234436,-0.382324
1582297591465698,-0.422913,0.784241,0.238342,-0.386414
1582297591487798,-0.42157,0.782288,0.241516,-0.389893
1582297591502748,-0.420349,0.78064,0.243958,-0.392883
1582297591525725,-0.418945,0.779419,0.245789,-0.39563
1582297591548488,-0.417664,0.778381,0.247009,-0.398315
1582297591563453,-0.416077,0.77771,0.247925,-0.400696
1582297591585385,-0.414124,0.7771,0.248474,-0.403503
1582297591608445,-0.412048,0.776306,0.249146,-0.406738
1582297591624234,-0.409912,0.775879,0.249512,-0.409607
1582297591645220,-0.407166,0.775879,0.248901,-0.412598
1582297591668295,-0.404236,0.776306,0.247803,-0.415344
1582297591683225,-0.401306,0.776733,0.246094,-0.418396
1582297591705070,-0.397461,0.777405,0.244385,-0.421753
1582297591727958,-0.393677,0.77832,0.241516,-0.425354
1582297591742962,-0.389587,0.779419,0.238159,-0.429016
1582297591765852,-0.385254,0.780457,0.234497,-0.432983
1582297591788273,-0.380127,0.781616,0.23114,-0.437195
1582297591803170,-0.374817,0.782959,0.227295,-0.441345
1582297591825877,-0.369141,0.784851,0.222351,-0.445313
1582297591847838,-0.363098,0.786987,0.216431,-0.449341
1582297591862752,-0.356812,0.789795,0.209045,-0.453003
1582297591892735,-0.350159,0.792603,0.200806,-0.45697
1582297591908500,-0.342896,0.795654,0.191895,-0.460999
1582297591923491,-0.335938,0.79895,0.181885,-0.464539
1582297591945380,-0.329956,0.802063,0.170837,-0.467529
1582297591968311,-0.325378,0.805054,0.158386,-0.470032
1582297591983325,-0.320496,0.807129,0.14563,-0.473938
1582297592005446,-0.315735,0.808533,0.132813,-0.478516
1582297592028293,-0.311157,0.809387,0.119812,-0.483398
1582297592043306,-0.307495,0.809814,0.107727,-0.487976
1582297592065258,-0.305115,0.809753,0.0965576,-0.491821
1582297592088204,-0.303162,0.80896,0.0861816,-0.496277
1582297592103140,-0.301147,0.807861,0.0772705,-0.500732
1582297592125936,-0.2995,0.806641,0.0685425,-0.504883
1582297592147971,-0.298462,0.805176,0.060791,-0.50885
1582297592170933,-0.299255,0.803406,0.053772,-0.511963
1582297592185789,-0.301208,0.80127,0.0477905,-0.514709
1582297592207890,-0.304688,0.798279,0.0437012,-0.5177
1582297592222714,-0.310364,0.794495,0.041687,-0.520264
1582297592245571,-0.317017,0.790344,0.041687,-0.522583
1582297592267511,-0.324829,0.786255,0.0438232,-0.523865
1582297592284466,-0.332764,0.78186,0.0488281,-0.524963
1582297592305596,-0.341797,0.777466,0.0559082,-0.524902
1582297592323366,-0.351196,0.773499,0.0651855,-0.52356
1582297592343318,-0.360901,0.770264,0.0757446,-0.520325
1582297592373660,-0.370483,0.767273,0.0874023,-0.516113
1582297592383200,-0.380676,0.764893,0.100098,-0.509949
1582297592404401,-0.390747,0.762573,0.112854,-0.503052
1582297592425249,-0.398926,0.759644,0.126587,-0.497742
1582297592449066,-0.406616,0.756409,0.139404,-0.493042
1582297592463992,-0.414734,0.753601,0.147156,-0.488281
1582297592493107,-0.426758,0.750061,0.158508,-0.479736
1582297592503309,-0.437927,0.746765,0.165161,-0.472595
1582297592530853,-0.44574,0.743896,0.173401,-0.466797
1582297592545839,-0.453674,0.742249,0.179871,-0.45929
1582297592563269,-0.461426,0.741089,0.185974,-0.450867
1582297592584661,-0.468933,0.738953,0.191284,-0.444397
1582297592605829,-0.475342,0.737,0.196838,-0.438293
1582297592623561,-0.480835,0.735718,0.202637,-0.431763
1582297592644570,-0.486572,0.735168,0.207275,-0.424011
1582297592665653,-0.491943,0.734131,0.212646,-0.416931
1582297592683397,-0.496582,0.732605,0.218323,-0.411133
1582297592705912,-0.500183,0.731201,0.224609,-0.405823
1582297592725490,-0.504272,0.730774,0.229431,-0.398743
1582297592743246,-0.507813,0.730774,0.233887,-0.391602
1582297592766181,-0.510742,0.730225,0.239685,-0.385315
1582297592787188,-0.512695,0.729919,0.245483,-0.379578
1582297592803083,-0.514832,0.729065,0.25116,-0.374573
1582297592826015,-0.515503,0.728943,0.257629,-0.369568
1582297592845964,-0.514893,0.729126,0.263855,-0.36554
1582297592863339,-0.514465,0.729187,0.269897,-0.361633
1582297592885858,-0.514099,0.729431,0.274658,-0.358093
1582297592905980,-0.512451,0.729309,0.279907,-0.356628
1582297592922804,-0.510498,0.729797,0.284424,-0.354736
1582297592945707,-0.510254,0.730469,0.28656,-0.352051
1582297592965838,-0.510864,0.731628,0.286926,-0.34845
1582297592983643,-0.510437,0.732361,0.288025,-0.34668
1582297593006547,-0.509094,0.73291,0.289795,-0.346008
1582297593025704,-0.507996,0.733765,0.290833,-0.344788
1582297593043442,-0.506714,0.734802,0.291687,-0.343872
1582297593065376,-0.505615,0.735413,0.291992,-0.343872
1582297593085558,-0.505554,0.736206,0.291077,-0.343018
1582297593102281,-0.504822,0.737488,0.2901,-0.342224
1582297593125282,-0.503357,0.738892,0.28949,-0.341858
1582297593146361,-0.501587,0.740112,0.289551,-0.341797
1582297593162117,-0.499878,0.741638,0.288696,-0.341675
1582297593185060,-0.499207,0.743042,0.287354,-0.34082
1582297593206198,-0.498779,0.744385,0.28595,-0.3396
1582297593222151,-0.497925,0.745972,0.28418,-0.338806
1582297593245077,-0.497314,0.747864,0.28186,-0.337585
1582297593266028,-0.496277,0.749573,0.280457,-0.336426
1582297593282847,-0.49469,0.750854,0.280518,-0.335938
1582297593304795,-0.493408,0.752136,0.280457,-0.3349
1582297593325893,-0.492493,0.753662,0.279602,-0.333496
1582297593342643,-0.491577,0.755066,0.279419,-0.331848
1582297593364919,-0.489624,0.756104,0.28064,-0.33136
1582297593385580,-0.487305,0.756958,0.282227,-0.331482
1582297593402487,-0.485657,0.758057,0.282898,-0.330872
1582297593425412,-0.484009,0.759888,0.282654,-0.329224
1582297593446527,-0.481567,0.761902,0.282532,-0.328308
1582297593462403,-0.478455,0.763794,0.283081,-0.327942
1582297593485255,-0.475891,0.765137,0.283386,-0.328247
1582297593506420,-0.474121,0.767273,0.281616,-0.327454
1582297593522191,-0.472229,0.770386,0.278137,-0.325806
1582297593545158,-0.470032,0.773376,0.275269,-0.324341
1582297593566224,-0.467712,0.775635,0.273865,-0.323486
1582297593582000,-0.465576,0.777771,0.272217,-0.322754
1582297593604982,-0.464294,0.780823,0.268372,-0.320435
1582297593625932,-0.46283,0.784363,0.263855,-0.317688
1582297593642124,-0.46051,0.787292,0.260803,-0.316284
1582297593664980,-0.457703,0.789917,0.259155,-0.315247
1582297593687775,-0.45459,0.792664,0.257507,-0.314148
1582297593701672,-0.451477,0.795593,0.255493,-0.312866
1582297593724917,-0.448425,0.798767,0.25293,-0.311279
1582297593747731,-0.445251,0.802063,0.25,-0.309692
1582297593761524,-0.442139,0.805603,0.24646,-0.307739
1582297593785456,-0.439392,0.809082,0.242737,-0.305542
1582297593807627,-0.437683,0.8125,0.238464,-0.302307
1582297593828336,-0.43689,0.815552,0.233826,-0.29895
1582297593845294,-0.436584,0.81781,0.229309,-0.296448
1582297593867239,-0.43634,0.819458,0.226013,-0.294983
1582297593888601,-0.435608,0.820374,0.224731,-0.294434
1582297593905394,-0.434692,0.820984,0.22522,-0.29364
1582297593927215,-0.433838,0.821411,0.22644,-0.292847
1582297593949027,-0.433167,0.821716,0.227112,-0.29248
1582297593965278,-0.433044,0.822021,0.226929,-0.29187
1582297593987917,-0.433044,0.822449,0.226074,-0.291321
1582297594001914,-0.433472,0.822632,0.225037,-0.291077
1582297594024812,-0.434265,0.822815,0.223572,-0.290588
1582297594047746,-0.435242,0.822754,0.222168,-0.290283
1582297594069705,-0.436462,0.82251,0.220886,-0.2901
1582297594084656,-0.437866,0.822205,0.219299,-0.2901
1582297594113716,-0.439514,0.821838,0.217712,-0.289917
1582297594128534,-0.441223,0.821289,0.216614,-0.289673
1582297594144540,-0.442566,0.820557,0.216309,-0.289856
1582297594167488,-0.443726,0.819946,0.215881,-0.2901
1582297594188599,-0.44519,0.819519,0.214783,-0.289856
1582297594205332,-0.446716,0.819092,0.213684,-0.289551
1582297594227409,-0.447937,0.818604,0.213318,-0.289429
1582297594249245,-0.449158,0.817871,0.213196,-0.289673
1582297594265171,-0.450073,0.817017,0.213684,-0.290222
1582297594287432,-0.450806,0.816101,0.214783,-0.290894
1582297594309374,-0.451538,0.815125,0.216064,-0.291626
1582297594325348,-0.452515,0.81427,0.216858,-0.29187
1582297594346987,-0.453369,0.813293,0.218018,-0.292297
1582297594369128,-0.454163,0.812256,0.21936,-0.292969
1582297594384869,-0.455017,0.811218,0.220703,-0.293518
1582297594407844,-0.455994,0.810181,0.221802,-0.294067
1582297594429116,-0.457397,0.809204,0.221985,-0.294434
1582297594444722,-0.458557,0.808167,0.22229,-0.295166
1582297594467624,-0.459595,0.807129,0.222961,-0.295959
1582297594488791,-0.460754,0.806152,0.222961,-0.296692
1582297594504615,-0.462219,0.805359,0.222351,-0.297119
1582297594527729,-0.463379,0.804565,0.222046,-0.297729
1582297594548635,-0.464111,0.803711,0.222107,-0.298828
1582297594565369,-0.464722,0.802917,0.222229,-0.299866
1582297594587540,-0.465271,0.802185,0.222595,-0.300781
1582297594608731,-0.465637,0.801208,0.223816,-0.30188
1582297594625255,-0.465576,0.800232,0.225891,-0.303101
1582297594647208,-0.465088,0.79895,0.228821,-0.304871
1582297594670403,-0.464539,0.797668,0.232056,-0.306702
1582297594684241,-0.46405,0.796814,0.234619,-0.307739
1582297594707166,-0.463501,0.796204,0.236755,-0.308472
1582297594729987,-0.463196,0.795654,0.238525,-0.309021
1582297594744027,-0.462769,0.795227,0.240234,-0.309448
1582297594767830,-0.462097,0.794861,0.242249,-0.309875
1582297594789995,-0.461365,0.794434,0.244202,-0.310364
1582297594810710,-0.460083,0.794189,0.24646,-0.311096
1582297594827666,-0.458862,0.793945,0.248413,-0.312073
1582297594849878,-0.457947,0.793762,0.249573,-0.312927
1582297594864568,-0.457092,0.793701,0.251099,-0.313171
1582297594887666,-0.455994,0.793762,0.252441,-0.313477
1582297594909444,-0.454773,0.794067,0.253113,-0.314026
1582297594924458,-0.454224,0.794495,0.25238,-0.314209
1582297594947495,-0.453613,0.795166,0.251465,-0.314209
1582297594970277,-0.452576,0.795837,0.250916,-0.314392
1582297594984244,-0.451233,0.796631,0.25061,-0.314514
1582297595007187,-0.450256,0.797791,0.249451,-0.313904
1582297595030124,-0.449341,0.799255,0.247803,-0.312805
1582297595044236,-0.448059,0.800598,0.246887,-0.311951
1582297595068016,-0.446289,0.801758,0.246826,-0.311584
1582297595090174,-0.444885,0.802917,0.246277,-0.311096
1582297595103977,-0.443787,0.804199,0.2453,-0.310059
1582297595127856,-0.442993,0.80542,0.244141,-0.308838
1582297595150106,-0.442261,0.806458,0.243225,-0.308044
1582297595171748,-0.441589,0.807129,0.242615,-0.307678
