timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1582297470584154,0,-1,-1,-3,1,-4,-3,-1
1582297470597438,0,-2,1,1,-2,5,4,0
1582297470597438,1,0,-2,-7,-1,-1,-3,-3
1582297470603104,-1,-1,-2,-2,-2,-1,-4,-1
1582297470603104,-1,1,1,5,1,-1,1,0
1582297470620058,-1,1,-2,-3,1,-1,1,0
1582297470620058,-2,0,0,0,-2,2,-4,-1
1582297470626308,0,-1,-3,-6,-2,-2,1,-1
1582297470626308,0,-2,-2,-4,-3,-2,-3,-2
1582297470642298,-2,-2,-1,-4,-3,-5,-1,-3
1582297470642298,-3,-1,3,11,3,-3,2,0
1582297470644013,0,0,-4,-3,-2,4,-3,-1
1582297470644013,-1,-2,2,7,2,2,-2,1
1582297470656962,-2,-2,-2,-5,0,5,2,0
1582297470656962,1,-1,-3,-9,-4,-13,0,0
1582297470664042,-1,-2,-1,-4,1,-1,-4,-2
1582297470664042,-1,0,0,-2,-2,5,2,-2
1582297470687920,-2,-1,1,5,-1,-5,-8,1
1582297470687920,0,-2,-1,-2,-1,2,1,-1
1582297470688874,-3,1,-2,-7,-1,-3,1,1
1582297470688874,-1,-1,-3,-5,-1,-3,-1,-2
1582297470701844,-1,-3,2,-2,-1,8,0,-2
1582297470701844,0,0,-4,-7,-2,-6,-5,2
1582297470703842,0,-2,3,3,-1,1,-1,-1
1582297470703842,0,0,0,0,-1,-4,0,1
1582297470717069,-3,-2,-3,-5,-2,2,0,-2
1582297470717069,-1,-1,-2,2,-3,0,0,-2
1582297470723919,0,2,-1,0,0,3,3,1
1582297470723919,-3,-2,-4,-6,-2,-4,-1,-3
1582297470740158,0,0,2,11,-2,1,-1,0
1582297470740158,0,-2,-1,-12,0,0,-2,-1
1582297470741732,0,-1,1,2,-2,-6,-1,0
1582297470741732,0,-1,2,12,0,0,-2,-1
1582297470762896,0,-2,-4,-10,0,4,1,-2
1582297470762896,-2,1,4,8,-1,-2,0,-1
1582297470763682,-2,-3,-5,-3,-2,2,-5,-1
1582297470763682,1,-1,0,-4,-2,-10,-4,2
1582297470776779,0,-2,-6,-4,-3,-7,0,-1
1582297470776779,0,1,2,-1,2,5,1,-2
1582297470783627,0,0,-1,-2,-2,-3,-3,-1
1582297470783627,-2,-4,-4,-5,0,11,5,-1
1582297470800008,-1,-1,0,1,0,-6,-1,-1
1582297470800008,0,-2,-2,2,0,4,4,1
1582297470801572,-1,-1,1,6,-3,-4,-1,-2
1582297470801572,-1,0,-1,-3,-1,-8,-4,-2
1582297470822707,1,0,-2,-6,-4,-2,-3,-2
1582297470822707,-1,-3,-6,-3,0,8,2,-1
1582297470824516,-1,-2,1,4,-1,-3,4,-2
1582297470824516,1,1,5,11,-1,0,-2,1
1582297470836616,-1,0,-3,-6,-1,-3,1,-1
1582297470836616,-1,2,-2,-2,-5,-4,-3,-2
1582297470843680,1,1,-4,-7,0,-1,0,1
1582297470843680,-2,-3,-3,-6,-2,-1,-4,-1
1582297470860421,-1,0,4,6,1,0,1,0
1582297470860421,-1,-1,-3,-5,0,2,1,-2
1582297470861411,-1,0,1,3,0,1,2,-1
1582297470861411,0,-1,-2,-1,0,-5,-5,0
1582297470882564,0,-1,6,17,2,1,-1,-1
1582297470882564,-3,-2,-1,1,-2,-2,2,-3
1582297470884348,-2,-2,-3,-8,-1,-3,-1,-1
1582297470884348,-2,2,-4,-7,-3,2,0,-3
1582297470904500,0,-2,2,1,2,-5,0,3
1582297470904500,-1,-1,2,1,1,-1,-2,0
1582297470906473,0,-2,0,1,-1,-2,-4,0
1582297470906473,2,-1,-2,-2,-1,1,-1,-2
1582297470920253,-1,0,-6,-9,1,9,1,0
1582297470920253,-1,-1,1,-2,-1,-5,0,-1
1582297470921249,-2,-2,-4,-8,-1,0,-2,-3
1582297470921249,-3,-1,2,7,0,2,2,-2
1582297470942248,-1,-1,-1,-8,0,-3,0,-1
1582297470942248,0,-1,-2,3,-3,-5,-7,0
1582297470944196,-2,-1,5,11,-2,4,2,-1
1582297470944196,0,-1,-3,-8,1,0,-2,0
1582297470965173,-1,-2,-5,1,-1,-3,-1,-2
1582297470965173,0,1,-1,-5,-3,-8,-4,2
1582297470965402,-1,0,0,-10,0,0,-1,0
1582297470965402,0,0,0,6,-2,6,2,0
1582297470979290,-1,-1,-1,-3,-3,-6,0,0
1582297470979290,0,-1,-1,-1,-1,-2,-2,0
1582297470980138,0,-1,-1,3,-1,-1,1,0
1582297470980138,-2,-3,1,0,1,2,1,0
1582297471002041,0,1,-2,0,-3,-4,-5,-2
1582297471002041,-1,0,2,-1,-1,-2,-1,1
1582297471002041,0,0,-4,-1,-1,0,0,-2
1582297471002041,-2,-2,1,3,-2,-6,-2,-2
1582297471025024,0,1,-2,-11,-1,2,-1,1
1582297471025024,-1,-1,3,17,0,-5,-3,-2
1582297471025998,-3,0,-2,5,1,16,0,0
1582297471025998,-2,0,-3,-9,-2,-4,-1,0
1582297471039131,-2,1,-1,-1,-3,-4,-5,-3
1582297471039131,-1,-1,-2,-3,0,6,3,-2
1582297471039945,2,-2,1,1,1,-11,-1,0
1582297471039945,-1,1,4,8,0,-1,0,-1
1582297471062264,0,-6,1,-7,1,2,3,-2
1582297471062264,0,-1,-5,2,-2,1,-3,0
1582297471062873,-2,-3,-2,-10,-1,-1,0,-2
1582297471062873,0,0,-3,-4,-3,-4,-1,-1
1582297471075895,1,0,-2,-3,-1,6,0,-2
1582297471075895,-3,-2,2,2,-1,-2,1,0
1582297471083817,1,0,1,7,-1,-3,-2,0
1582297471083817,0,-2,-3,-7,-1,-4,1,0
1582297471099821,0,1,0,6,-1,-2,-1,0
1582297471099821,-1,-3,-2,-3,-1,3,0,0
1582297471100057,-2,0,1,-2,1,1,-2,-1
1582297471100057,0,1,1,2,0,-3,-1,-1
1582297471121885,-1,-1,1,11,0,6,-4,0
1582297471121885,-1,-1,-1,-5,0,-7,-1,0
1582297471122728,2,-3,-3,-1,-1,-3,1,1
1582297471122728,-2,-3,-4,-7,-1,0,-4,-1
1582297471135765,-1,1,-1,4,-1,0,-3,-2
1582297471135765,-1,-1,-1,-9,-1,0,5,-2
1582297471151650,-2,-2,0,1,-2,-5,-3,-3
1582297471151650,-1,-3,-4,-3,-1,1,1,0
1582297471160619,-3,0,1,0,-2,-5,0,0
1582297471160619,0,1,2,7,-2,1,-2,0
1582297471162001,1,-1,-5,-13,-2,-1,0,-5
1582297471162001,-1,-1,1,8,-2,-5,-8,-2
1582297471182551,0,0,-1,2,2,2,1,0
1582297471182551,0,-2,-4,-6,1,1,0,-1
1582297471182696,0,-1,1,-9,-3,2,2,0
1582297471182696,-1,0,-4,9,-1,-4,-1,-2
1582297471196049,0,-2,-2,-8,-1,-3,-4,-2
1582297471196049,-1,-2,-2,3,0,-1,0,-3
1582297471204630,1,-1,2,7,0,0,-2,1
1582297471204630,-1,-1,-5,-13,-2,1,1,-1
1582297471219456,-2,-1,3,1,-2,-3,2,-2
1582297471219456,0,0,1,7,0,2,0,-2
1582297471219456,-4,-1,-4,-4,-2,-4,-5,-1
1582297471219456,-1,-2,0,-3,-1,-1,2,-2
1582297471241449,0,-1,-4,2,0,-8,-1,-2
1582297471241449,0,0,-3,-10,-1,-1,-5,-2
1582297471242448,-2,0,1,10,2,8,2,0
1582297471242448,0,-1,-1,-1,-3,-6,-3,-1
1582297471256523,-1,-2,0,-3,0,-1,0,0
1582297471256523,-1,-3,-1,-1,0,7,2,0
1582297471264468,-2,-1,-2,-9,-3,-7,-2,0
1582297471264468,0,-1,1,3,2,2,-2,0
1582297471279546,0,1,1,6,0,-4,1,3
1582297471279546,0,1,1,3,0,2,-2,0
1582297471280289,0,1,1,7,0,1,1,-1
1582297471280289,-3,-1,0,-9,-2,-2,-3,-1
1582297471301234,2,-2,-1,-4,-3,-2,-3,-1
1582297471301234,0,-2,-3,-8,-2,-5,0,-1
1582297471302367,-2,-1,-2,-6,-1,5,1,0
1582297471302367,0,0,3,4,-1,-6,3,0
1582297471316393,-2,-1,-3,-7,-1,6,1,-2
1582297471316393,1,-1,-2,-3,-2,-3,-4,0
1582297471324311,0,0,-1,9,1,-1,-5,-2
1582297471324311,0,1,-1,-4,-2,7,4,0
1582297471339343,1,-1,-1,1,-1,-2,0,2
1582297471339343,-4,-3,-6,-12,0,-2,0,1
1582297471340130,-2,-1,2,2,-2,-7,-3,-3
1582297471340130,0,-1,2,9,3,2,-1,2
1582297471362160,1,1,1,3,-4,0,-1,-1
1582297471362160,-2,0,1,0,-2,1,1,-1
1582297471362160,0,-2,-4,-7,-1,1,0,1
1582297471362160,1,-1,-2,-5,-1,-6,-3,-2
1582297471385019,-2,-1,-3,-3,-1,-2,-9,-2
1582297471385019,0,0,-1,2,0,0,2,0
1582297471385019,-1,-1,-2,-10,-1,-1,1,-2
1582297471385019,-1,-3,-2,6,-3,1,3,-1
1582297471399203,0,-1,2,3,1,-1,-1,-1
1582297471399203,-2,0,0,2,-1,-11,-7,-3
1582297471400026,-2,-1,-4,-7,1,6,3,0
1582297471400026,-1,0,5,5,1,10,-1,0
1582297471430124,-1,-3,-3,-5,0,2,4,-1
1582297471430124,0,0,2,1,0,-6,1,0
1582297471430955,1,-2,2,14,-4,-8,-4,-1
1582297471430955,-2,-1,-3,-11,0,-1,-2,0
1582297471445081,-3,-1,0,3,1,-4,-3,-2
1582297471445081,-2,-1,-3,-7,-2,3,1,0
1582297471445917,-2,-1,-2,-7,-1,-5,0,-2
1582297471445917,-1,-2,-3,0,2,2,2,0
1582297471460035,-1,0,-1,1,-2,-4,0,-2
1582297471460035,-1,-1,2,-1,-1,1,0,-1
1582297471460808,1,0,-2,0,-2,1,-5,-2
1582297471460808,-1,-1,1,2,-2,-1,-1,-1
1582297471481953,-1,-1,-5,-13,0,-2,1,-1
1582297471481953,0,0,1,9,-1,1,-2,0
1582297471482756,-1,-1,0,-5,-1,-1,0,0
1582297471482756,-2,-1,-4,-6,-2,-10,-2,-2
1582297471505044,-1,0,2,1,0,13,1,0
1582297471505044,-1,0,-3,5,0,-5,-1,-2
1582297471505749,0,0,1,2,0,0,-1,-1
1582297471505749,0,-3,0,-2,0,-5,-2,-2
1582297471519650,1,-1,-1,4,-1,-3,-2,0
1582297471519650,-1,-1,-2,-9,-1,0,-1,0
1582297471519959,1,0,0,2,-1,-6,0,-1
1582297471519959,0,-1,-2,-6,-2,5,1,-1
1582297471541799,-1,0,4,9,0,-7,-5,-4
1582297471541799,-3,-1,-4,-2,0,9,6,-1
1582297471542594,-2,-3,-7,-8,-3,-6,-5,-1
1582297471542594,-2,-1,0,-4,-1,-3,-1,1
1582297471565528,1,-2,0,4,0,4,1,0
1582297471565528,1,-2,0,-2,-3,-8,-4,-2
1582297471565767,0,0,0,2,-1,-4,0,2
1582297471565767,-1,-1,-1,-9,-1,8,0,-2
1582297471579686,-3,-1,-1,4,-3,-1,-2,0
1582297471579686,1,-1,1,10,0,-2,1,-2
1582297471579686,-3,-1,-5,-7,-1,0,1,-1
1582297471579686,0,0,3,6,0,-4,-1,1
1582297471601806,0,-1,-2,-5,-3,-1,-5,-1
1582297471601806,-1,0,-3,-7,-1,3,0,-2
1582297471602488,-1,-2,2,2,0,1,-1,0
1582297471602488,-2,0,-4,-7,-2,0,2,2
1582297471625368,-2,0,3,2,0,-1,-3,-3
1582297471625368,1,0,-2,-5,-2,5,-2,2
1582297471625368,-2,0,-1,0,0,-7,-3,-1
1582297471625368,-1,-1,1,9,-1,3,0,-1
1582297471639562,1,-3,-3,-9,1,-1,2,0
1582297471639562,-1,0,-1,-5,-1,0,-2,-2
1582297471640326,0,1,-2,-6,0,5,0,-1
1582297471640326,-1,2,1,12,-1,-7,-3,-1
1582297471662303,-3,-1,-4,-3,-1,-4,-2,-2
1582297471662303,-1,-1,1,1,-1,2,0,-3
1582297471662303,0,-2,-1,-6,-1,5,1,-1
1582297471662303,-1,-1,-3,-13,-2,-3,-3,-2
1582297471685230,-1,-2,-3,10,-2,1,5,0
1582297471685230,-3,0,2,6,0,-4,-1,-2
1582297471685230,-2,1,0,9,1,0,-1,-1
1582297471685230,-1,-1,-2,-9,-3,-6,-1,0
1582297471699397,0,0,-3,-3,-1,-4,-6,-3
1582297471699397,-2,-1,-3,-8,-2,-1,0,-1
1582297471700180,-1,-2,1,4,0,3,1,-2
1582297471700180,0,-3,-2,-9,-1,-2,1,0
1582297471722107,-1,-2,-1,9,0,1,3,1
1582297471722107,-1,-1,0,2,-1,-8,-3,0
1582297471722107,1,0,-1,-1,-3,-3,-5,-3
1582297471722107,0,-1,2,1,1,0,1,-2
1582297471745480,-1,-1,-3,-7,-1,6,0,1
1582297471745480,0,0,1,-2,-2,-7,-1,-1
1582297471745480,-1,-3,1,10,0,1,1,0
1582297471745480,-2,1,1,7,1,1,-1,-1
1582297471759016,1,1,0,-8,-3,-10,-1,1
1582297471759016,1,-3,-4,-3,-1,9,1,1
1582297471760314,-3,-2,-3,-6,-1,-2,1,-2
1582297471760314,-1,0,-3,3,0,1,2,-2
1582297471781996,-2,2,3,1,-2,-8,-7,-1
1582297471781996,0,-2,-2,-4,-1,-1,-5,-2
1582297471790166,0,-1,-4,-4,-3,-6,2,0
1582297471790166,-1,-1,-2,3,-2,7,2,-1
1582297471804945,-1,-1,2,9,0,2,6,-1
1582297471804945,-2,0,-3,-4,-3,-2,-7,-2
1582297471805883,-1,1,3,5,-1,1,-3,-1
1582297471805883,-1,0,-3,-2,0,-2,-3,-3
1582297471819049,1,-1,-2,-5,-2,0,-1,0
1582297471819049,0,-1,-3,-2,-1,-3,0,-3
1582297471819913,1,-2,-1,-1,-2,-2,-2,1
1582297471819913,0,1,3,4,-1,-4,-2,0
1582297471841922,1,-2,-3,-5,0,5,1,1
1582297471841922,-1,-2,-1,-4,0,4,3,-1
1582297471842792,-2,-2,-1,2,0,-7,1,0
1582297471842792,-1,-3,-1,-2,-2,-4,-5,0
1582297471864957,-2,-1,1,0,0,0,0,-2
1582297471864957,-1,0,1,3,1,-4,1,-1
1582297471865725,0,-2,-1,4,1,-1,-2,0
1582297471865725,-2,1,-4,-5,-2,-3,-7,-1
1582297471879699,-2,-1,-1,-3,0,2,-1,-1
1582297471879699,0,-1,0,-2,-3,-4,2,0
1582297471879699,-2,-1,-2,-6,-2,-3,-1,-2
1582297471879699,1,-1,2,8,2,4,0,-2
1582297471901625,-1,-2,-1,-5,-1,5,1,-2
1582297471901625,-3,-2,-1,1,-1,-1,0,-1
1582297471902624,-3,-1,-1,-10,-2,-5,-1,-1
1582297471902624,0,-1,2,10,-1,2,0,2
1582297471924987,-1,0,-2,-16,-1,-2,-2,-3
1582297471924987,0,0,-1,5,-1,-4,-4,-2
1582297471925572,0,1,1,-3,-1,4,-2,-1
1582297471925572,-2,-1,-6,-11,-2,-9,1,0
1582297471939528,1,-2,5,12,-1,0,5,0
1582297471939528,-2,-2,-7,-8,-2,6,-3,2
1582297471939528,-1,-1,0,1,-4,-6,-3,-2
1582297471939528,-1,-1,-1,5,-3,-1,-5,-1
1582297471961533,-1,0,-3,-1,3,-4,-3,-1
1582297471961533,0,-1,-3,-6,-2,-1,-1,-1
1582297471962712,-1,0,0,-2,-1,7,7,-2
1582297471962712,-2,-2,-1,1,1,4,4,-1
1582297471984733,-1,-2,-2,-6,-3,-5,-1,-1
1582297471984733,2,-1,2,1,-1,-11,0,1
1582297471985407,-4,-1,-3,-3,0,-3,-9,0
1582297471985407,-1,-2,-1,-8,-1,5,-1,-1
1582297472007555,-2,-1,-5,-1,-3,-2,2,-1
1582297472007555,-1,-2,1,2,2,2,0,1
1582297472008343,0,0,4,-2,-2,3,5,-1
1582297472008343,-3,-1,0,8,-3,-7,-5,-2
1582297472021546,2,0,2,10,3,5,-1,0
1582297472021546,-1,1,-2,-9,-4,-3,0,0
1582297472022307,-2,-3,-1,5,0,1,-2,1
1582297472022307,0,-1,0,-10,-2,-1,0,0
1582297472045249,-2,-1,-3,-12,-3,3,0,0
1582297472045249,-2,-2,1,9,0,1,3,0
1582297472045249,-1,-1,-3,-3,-1,1,-4,-2
1582297472045249,-2,0,-1,0,-3,-1,4,0
1582297472058410,-1,-1,-3,3,0,-2,-2,1
1582297472058410,0,0,-1,-6,-1,5,0,-3
1582297472066395,1,-3,-2,-7,-1,-5,-3,-1
1582297472066395,-1,-1,3,0,4,7,-1,-1
1582297472082429,-1,-1,2,1,-1,-2,-2,0
1582297472082429,-3,-1,-1,4,2,-1,0,-1
1582297472082429,0,1,0,0,0,0,-1,1
1582297472082429,-2,-2,-1,6,-1,-6,1,-2
1582297472105273,-1,-1,-1,-11,-3,-2,-3,0
1582297472105273,0,-1,2,4,0,-4,-3,0
1582297472105273,-1,-1,-5,-6,0,7,0,-1
1582297472105273,1,-1,0,4,-2,-11,0,1
1582297472118349,-1,-1,-1,-7,-1,5,-3,0
1582297472118349,-1,-2,-2,3,-2,-4,-3,0
1582297472127233,-2,-1,-2,-7,0,-2,0,0
1582297472127233,-1,-1,2,0,-1,1,-2,-2
1582297472142168,-1,-1,3,14,1,-3,-2,-1
1582297472142168,-2,-1,-1,-1,0,4,-1,-2
1582297472142168,1,-1,-2,-4,0,0,5,1
1582297472142168,-2,-2,-3,-4,-1,6,2,0
1582297472165394,-1,0,-4,-11,-4,-8,0,-2
1582297472165394,1,-1,2,7,-2,-7,-5,-2
1582297472165988,-1,-1,-4,-2,-1,3,-6,-1
1582297472165988,0,0,-1,-6,-2,-1,-2,-2
1582297472178947,-1,0,-2,1,-1,-2,2,-1
1582297472178947,-2,0,1,3,1,8,4,1
1582297472187074,1,-1,-1,6,-2,-9,-1,-1
1582297472187074,-2,-1,-1,-10,-2,0,-2,0
1582297472201824,0,0,-1,2,0,-6,-3,-4
1582297472201824,1,-1,3,-1,-1,2,-2,-1
1582297472202830,-2,-2,0,-2,1,10,0,-1
1582297472202830,0,1,-2,2,0,-7,2,1
1582297472224968,-2,-3,-6,-13,-2,2,-1,0
1582297472224968,0,-1,-2,-3,-1,-4,-2,0
1582297472225770,-3,-3,0,10,-3,-4,1,0
1582297472225770,1,1,-1,-9,1,1,0,-2
1582297472238920,-2,-2,1,1,-1,-6,-6,0
1582297472238920,0,-1,-2,-3,-2,0,1,-1
1582297472246898,-2,0,-1,1,0,-2,-1,-1
1582297472246898,0,0,-2,1,-3,4,-4,-2
1582297472261869,-1,0,-2,-3,-1,1,-1,0
1582297472261869,-3,-1,0,3,-3,1,-2,0
1582297472262729,3,-1,2,0,1,-3,6,-2
1582297472262729,-1,-3,-4,-6,-3,-3,-4,-2
1582297472283609,-1,-1,-2,4,0,0,0,1
1582297472283609,-3,0,-2,-7,0,7,2,-3
1582297472291590,-1,-1,-3,-5,-2,-2,-7,-2
1582297472291590,2,0,2,9,-1,-6,-3,-2
1582297472298772,-1,-2,0,-4,-1,5,0,-1
1582297472298772,-2,-1,-4,-2,1,-6,3,1
1582297472306691,0,1,2,5,-2,-1,1,0
1582297472306691,-1,-1,-1,-5,-1,6,-1,2
1582297472321838,-1,1,-1,2,-2,-5,-2,-3
1582297472321838,0,-2,-1,5,-1,-4,-4,-2
1582297472322537,-2,-1,-2,-2,-5,2,2,-1
1582297472322537,-1,-2,-1,-8,2,3,0,-1
1582297472344918,0,0,-1,-2,0,-1,2,0
1582297472344918,-1,-1,-2,-4,-2,1,-3,0
1582297472345446,1,-1,-1,-3,-1,-7,-7,-2
1582297472345446,0,-2,2,15,2,-1,-2,1
1582297472367600,1,-3,-2,-1,-1,8,6,-2
1582297472367600,0,-2,-4,-13,-1,0,3,1
1582297472368377,-3,0,2,1,0,2,0,-2
1582297472368377,-1,-2,-4,-1,-2,-2,-5,-4
1582297472382536,-2,0,4,5,0,-5,-3,0
1582297472382536,-1,-2,0,0,-1,6,-2,-1
1582297472383338,0,1,-5,-13,-1,-7,0,1
1582297472383338,-1,2,2,2,-2,-10,-4,0
1582297472405336,0,0,2,-3,-1,0,-1,-2
1582297472405336,-3,0,-3,-1,-1,1,3,-1
1582297472405336,-2,-2,-1,10,1,2,-1,1
1582297472405336,-1,0,-3,-7,1,-3,-2,-1
1582297472427714,0,-3,-4,-6,-1,10,3,2
1582297472427714,-1,-1,6,8,1,-3,-2,-1
1582297472428230,1,0,0,5,-3,-4,-3,0
1582297472428230,0,-2,-3,-6,-4,-4,1,0
1582297472441652,-2,-2,-4,-3,-1,-8,-1,0
1582297472441652,-1,0,-3,-8,1,9,4,-2
1582297472442181,-2,-3,-1,11,-1,-5,-1,-3
1582297472442181,-2,-1,0,-5,-2,2,-10,-2
1582297472465312,-2,-1,3,10,0,-1,2,0
1582297472465312,-1,-1,-3,-4,-1,-8,-3,2
1582297472465312,-2,-1,0,-2,-2,-3,-3,0
1582297472465312,-1,-1,-1,6,5,14,8,-2
1582297472487259,-2,-1,-3,-5,-2,-7,-1,0
1582297472487259,1,0,0,-6,0,-2,-4,-3
1582297472488062,-1,-1,3,9,0,-1,-2,0
1582297472488062,0,0,1,-7,-4,-5,-3,0
1582297472502024,0,0,1,3,0,3,-4,-3
1582297472502024,-3,0,-2,1,1,-9,1,-3
1582297472502024,-1,-2,-7,-18,-4,1,-3,-1
1582297472502024,-3,-1,0,-1,0,1,5,0
1582297472525404,1,0,-5,-1,-2,-2,-5,-1
1582297472525404,0,-2,2,7,-5,-3,0,-2
1582297472525959,0,0,-1,0,3,4,-1,-2
1582297472525959,-2,2,-2,-3,-2,-6,4,-1
1582297472547134,-1,-1,-3,-9,-1,5,-2,-1
1582297472547134,-2,-1,-3,8,-2,-1,-2,0
1582297472547910,-1,-1,-1,-6,-2,4,3,0
1582297472547910,3,-2,0,3,0,-2,1,1
1582297472561070,-1,-2,-2,-7,-4,-12,-5,-3
1582297472561070,1,0,1,6,3,4,-1,0
1582297472569842,0,-1,1,-4,0,4,0,-1
1582297472569842,0,-1,-1,-2,-2,1,-2,-1
1582297472584958,-1,-1,-1,-4,-2,-2,1,-1
1582297472584958,-1,-3,-5,-3,-2,1,-5,0
1582297472586795,0,-2,1,13,1,-7,-2,-1
1582297472586795,-2,-1,-2,-7,1,4,-5,-2
1582297472607741,-2,-2,-1,5,-1,5,-2,-2
1582297472607741,0,0,2,0,-2,-1,1,-1
1582297472609350,-1,0,-4,-11,-1,-1,-1,-1
1582297472609350,-3,-3,-2,6,-2,-15,-2,1
1582297472620702,-1,0,2,9,0,2,-2,-1
1582297472620702,0,-2,-3,-8,-2,-2,-2,-1
1582297472629958,0,-2,-1,-3,-4,1,-2,-1
1582297472629958,-1,-3,-3,0,0,0,3,1
1582297472645107,-1,-1,0,-1,-1,-3,-2,0
1582297472645107,0,-1,-1,0,-1,0,0,-1
1582297472646635,-1,-1,1,-6,0,-1,0,0
1582297472646635,-1,2,-2,0,-2,2,0,-2
1582297472667641,-2,0,0,3,2,5,2,2
1582297472667641,-2,-2,0,-5,-4,-7,-1,-1
1582297472668866,0,-1,3,11,0,1,-9,0
1582297472668866,-1,-1,0,-3,-3,-4,0,-2
1582297472681603,-2,-2,-3,-3,0,-1,-4,-2
1582297472681603,2,0,-1,-1,0,5,1,-2
1582297472689743,-2,0,0,6,-3,-5,3,-3
1582297472689743,-1,-1,-1,-4,0,0,-1,-3
1582297472705537,-1,0,0,1,-2,0,2,-2
1582297472705537,-2,-1,-3,-7,0,2,-1,1
1582297472706485,-1,-1,-3,-4,-2,-6,-3,-1
1582297472706485,0,-1,0,-1,1,-1,1,0
1582297472727862,0,-3,-3,-7,-3,-1,-1,-1
1582297472727862,0,0,4,9,0,-4,-1,-1
1582297472728464,-1,-1,-3,-1,1,1,1,-1
1582297472728464,-1,0,1,2,1,0,-3,0
1582297472741530,3,0,-3,-9,1,4,2,3
1582297472741530,-1,0,-1,0,-3,-1,-2,-1
1582297472750424,-2,-1,4,6,-3,4,0,0
1582297472750424,-1,-1,-3,-3,-1,-5,-1,-1
1582297472765377,-2,0,-2,3,-2,-4,-3,-2
1582297472765377,1,-1,-1,-4,2,1,-2,1
1582297472766776,0,-1,-3,-5,1,3,3,0
1582297472766776,-1,-2,-1,0,-3,3,1,-3
1582297472787411,-2,-1,0,-1,-2,0,0,-1
1582297472787411,-1,0,0,4,-1,-10,-11,0
1582297472789257,-1,-2,-2,-9,-1,6,2,-1
1582297472789257,2,0,1,6,-1,-4,1,0
1582297472801375,0,-1,-2,-9,0,-3,-2,-1
1582297472801375,-1,0,-4,0,-1,0,2,-1
1582297472808712,0,-2,0,0,1,-1,-3,0
1582297472808712,-2,0,-1,-1,-1,0,-3,-1
1582297472825205,-2,-2,0,-5,-2,-2,-1,-2
1582297472825205,-2,-2,0,-2,-1,-3,-1,2
1582297472826160,-1,0,-2,5,2,7,1,-1
1582297472826160,1,-1,-3,-8,-3,0,1,-1
1582297472848578,0,-1,3,8,-1,-11,-1,2
1582297472848578,0,0,-2,-9,-1,3,-3,-3
1582297472850092,-1,-2,-2,2,-4,-6,-1,-2
1582297472850092,-4,-2,-3,-6,-2,6,-2,-1
1582297472861122,1,-1,-1,-1,0,1,2,0
1582297472861122,0,-1,1,0,-2,-4,-3,-4
1582297472870042,-3,1,-5,-10,-1,-6,-1,0
1582297472870042,1,-1,3,9,-1,-2,-1,0
1582297472885104,-2,-2,-3,-1,-3,-1,-1,-2
1582297472885104,-1,-3,-1,-9,1,4,-2,1
1582297472886013,-1,0,2,16,0,2,-1,-2
1582297472886013,1,-1,-4,-4,-1,-2,0,-1
1582297472906946,-1,-2,-2,-7,0,0,-2,1
1582297472906946,-2,-1,0,6,-1,-2,0,1
1582297472908932,0,-2,-3,-11,-2,2,-2,0
1582297472908932,-2,0,1,4,0,-5,0,0
1582297472921147,1,1,2,7,0,0,-2,-3
1582297472921147,-3,-1,-4,-5,-2,2,3,-1
1582297472930063,-2,0,-2,-9,-3,-3,-2,0
1582297472930063,-2,-1,3,6,-2,3,-1,-1
1582297472945186,-2,-2,-6,-8,-1,-4,0,0
1582297472945186,-1,-1,3,5,-2,-1,-1,-1
1582297472946831,-1,-1,1,-2,2,0,1,0
1582297472946831,1,-1,-1,5,-1,2,-2,-3
1582297472967786,-3,-1,1,-4,-2,-3,-4,-3
1582297472967786,0,1,-2,6,2,2,-2,-3
1582297472968775,-1,-2,-1,-1,-2,-5,0,-1
1582297472968775,-1,-2,0,-3,1,9,3,0
1582297472980938,-2,0,-3,-7,-1,4,3,-2
1582297472980938,-2,-1,0,10,-1,1,-1,-1
1582297472989719,-1,-1,-1,-8,-1,-8,-1,0
1582297472989719,-2,-1,-1,6,-1,-6,-5,-1
1582297473005168,0,-2,-2,-7,-3,-1,0,-1
1582297473005168,0,-2,0,0,-1,-4,-4,0
1582297473006671,-2,-2,-2,-3,-1,2,2,-1
1582297473006671,-3,0,-2,-10,-2,3,-2,-1
1582297473027836,0,1,3,15,4,0,0,1
1582297473027836,-1,-1,-4,-14,-1,-3,1,0
1582297473028613,0,0,2,11,0,6,-1,-2
1582297473028613,1,-3,-4,-18,0,-5,0,-2
1582297473041578,-2,-1,0,7,-3,-5,-5,-2
1582297473041578,0,0,0,2,-2,6,0,-3
1582297473049727,0,-1,-3,-5,-1,-2,1,0
1582297473049727,-2,-1,-1,-6,1,-2,1,1
1582297473064926,-1,-2,1,6,-2,-5,-5,-3
1582297473064926,1,-2,-2,-16,0,2,3,1
1582297473066512,-1,0,0,11,-1,-2,-1,0
1582297473066512,-1,0,-4,-5,-3,-4,0,-3
1582297473088751,-1,-2,3,3,0,0,-2,-2
1582297473088751,0,0,-1,5,2,-2,0,0
1582297473089456,-1,-1,-1,-3,0,0,0,0
1582297473089456,0,-2,-1,0,0,-6,1,-1
1582297473101416,0,1,-3,0,1,4,1,-1
1582297473101416,-1,-2,-3,1,-2,-4,-3,-2
