1582296270.000000, 1582296270.000000, 1582296270.000000
32.000000, 32.000000, 32.000000
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,22,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,22,58
17,23,58
17,23,58
17,23,58
17,22,58
17,23,57
17,23,58
17,23,58
17,23,58
16,23,58
17,22,58
17,22,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
16,23,58
17,23,58
16,23,58
17,23,58
17,23,58
17,23,58
16,23,58
17,23,58
16,23,58
16,23,58
17,23,58
17,23,58
17,23,58
16,23,58
16,23,58
17,23,58
16,23,58
16,23,58
17,23,58
17,23,58
17,23,58
16,23,58
17,23,58
17,23,58
16,23,58
16,23,58
16,23,58
16,23,58
16,23,58
17,23,58
17,23,58
16,23,58
16,23,58
17,23,58
17,22,58
16,23,58
17,23,58
17,23,58
16,23,58
16,23,58
17,23,58
17,23,58
16,23,58
16,23,58
17,23,58
16,23,58
16,23,58
17,23,58
16,23,58
16,23,58
17,23,58
17,23,58
16,23,58
16,23,58
17,23,58
16,23,58
17,23,58
16,23,58
17,23,58
16,23,58
16,23,58
17,23,58
17,23,58
16,23,58
16,23,58
16,22,58
16,22,58
17,22,58
16,23,58
16,23,58
16,23,58
16,22,58
16,22,58
16,22,58
17,23,58
16,23,58
16,23,58
17,23,58
17,23,58
16,23,58
17,23,58
17,22,58
17,23,58
16,23,58
16,23,58
16,23,58
16,23,58
16,22,58
16,23,58
16,23,58
16,23,58
16,23,58
16,23,58
16,23,58
16,23,58
17,23,58
16,22,58
17,23,58
17,23,58
17,23,58
16,23,58
17,23,58
17,23,58
16,23,58
17,23,58
17,23,58
16,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
16,23,58
17,23,58
17,23,58
17,22,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,22,58
17,22,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
16,23,58
16,23,58
17,22,58
16,22,58
16,22,58
17,23,58
17,23,58
16,23,58
16,23,58
17,22,58
17,22,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
16,23,58
16,22,58
16,22,58
16,22,58
16,23,58
16,22,58
16,22,58
16,23,58
16,22,58
16,22,58
16,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
17,23,58
16,23,58
17,23,58
17,23,58
16,23,58
