1582296270.000000, IBI
17.672684,1.109426
79.784902,0.875040
80.784948,1.000046
81.831871,1.046923
82.910045,1.078174
83.988219,1.078174
85.050768,1.062549
86.144568,1.093800
98.395129,0.968794
99.488929,1.093800
123.146262,0.968794
461.489874,1.000046
462.489920,1.000046
463.396212,0.906291
464.443135,1.046923
465.474432,1.031297
466.458852,0.984420
467.474523,1.015671
468.552698,1.078174
469.615246,1.062549
470.927806,1.312560
477.709367,0.984420
478.818793,1.109426
480.053224,1.234432
539.993468,0.968794
541.134145,1.140677
556.369217,0.906291
557.416140,1.046923
558.509940,1.093800
564.682098,1.156303
569.322935,1.062549
570.432361,1.109426
571.416781,0.984420
572.354324,0.937543
573.276241,0.921917
574.260661,0.984420
575.323210,1.062549
576.495139,1.171929
577.463933,0.968794
578.463979,1.000046
579.651533,1.187554
580.667205,1.015671
581.651625,0.984420
582.573542,0.921917
612.715547,0.781286
613.543710,0.828163
614.418750,0.875040
615.293790,0.875040
624.216073,0.765660
624.872353,0.656280
627.981870,0.734409
628.669402,0.687531
635.482214,0.859414
636.263499,0.781286
637.091662,0.828163
637.888574,0.796911
638.716737,0.828163
639.529274,0.812537
640.341811,0.812537
641.107471,0.765660
641.841880,0.734409
642.545037,0.703157
643.154440,0.609403
643.935726,0.781286
644.607631,0.671906
645.435794,0.828163
646.248332,0.812537
647.123372,0.875040
656.998824,0.796911
657.748858,0.750034
658.545769,0.796911
659.389558,0.843789
660.170844,0.781286
660.983381,0.812537
661.780293,0.796911
662.436573,0.656280
663.061601,0.625029
663.702255,0.640654
664.405413,0.703157
665.046067,0.640654
665.733598,0.687531
666.264873,0.531274
666.968030,0.703157
667.624310,0.656280
668.249339,0.625029
668.843116,0.593777
669.452519,0.609403
670.046296,0.593777
677.937282,0.625029
678.577936,0.640654
679.265468,0.687531
679.999876,0.734409
680.812414,0.812537
681.499945,0.687531
682.187477,0.687531
682.828131,0.640654
683.406282,0.578151
684.078188,0.671906
684.640714,0.562526
705.844810,0.796911
706.688598,0.843789
707.438632,0.750034
708.048035,0.609403
708.641813,0.593777
777.254328,0.515649
781.004500,0.703157
781.832663,0.828163
782.535820,0.703157
783.332731,0.796911
784.160894,0.828163
785.051560,0.890666
785.848471,0.796911
786.598506,0.750034
787.332914,0.734409
788.067323,0.734409
788.817357,0.750034
789.676772,0.859414
790.489309,0.812537
791.301846,0.812537
792.286266,0.984420
793.083178,0.796911
793.958218,0.875040
794.770755,0.812537
795.614543,0.843789
796.427081,0.812537
797.255244,0.828163
798.192786,0.937543
799.052201,0.859414
799.849112,0.796911
800.724152,0.875040
801.724198,1.000046
802.505484,0.781286
803.286770,0.781286
804.005553,0.718783
804.864967,0.859414
805.786884,0.921917
806.599421,0.812537
807.365081,0.765660
808.365127,1.000046
811.959042,0.875040
812.865333,0.906291
813.662245,0.796911
814.552910,0.890666
815.381073,0.828163
816.256113,0.875040
817.287410,1.031297
818.178076,0.890666
819.178122,1.000046
820.162542,0.984420
821.100085,0.937543
821.912622,0.812537
822.881417,0.968794
823.647077,0.765660
824.506491,0.859414
825.256525,0.750034
826.209694,0.953169
827.209740,1.000046
828.287914,1.078174
829.334837,1.046923
830.256754,0.921917
831.084917,0.828163
831.959957,0.875040
836.132023,0.953169
836.960186,0.828163
837.772723,0.812537
838.679015,0.906291
839.554055,0.875040
840.569726,1.015671
841.460392,0.890666
842.460438,1.000046
843.476109,1.015671
844.429278,0.953169
845.413698,0.984420
846.179358,0.765660
847.226281,1.046923
848.101321,0.875040
849.101367,1.000046
850.101413,1.000046
851.148335,1.046923
852.210884,1.062549
853.164053,0.953169
853.976590,0.812537
866.117771,0.984420
874.743165,0.796911
875.696334,0.953169
903.635113,0.812537
904.416399,0.781286
916.495077,0.906291
917.416994,0.921917
918.417040,1.000046
919.370209,0.953169
920.417131,1.046923
921.292171,0.875040
922.260966,0.968794
923.136006,0.875040
939.371124,0.953169
940.386796,1.015671
941.433718,1.046923
960.403337,0.703157
961.200248,0.796911
962.122165,0.921917
962.872200,0.750034
963.653486,0.781286
964.356643,0.703157
965.122303,0.765660
965.997343,0.875040
966.778629,0.781286
967.513037,0.734409
968.403703,0.890666
969.231866,0.828163
970.044403,0.812537
970.810063,0.765660
971.638226,0.828163
972.575769,0.937543
973.466435,0.890666
974.388352,0.921917
975.325895,0.937543
976.263438,0.937543
977.169729,0.906291
978.044769,0.875040
989.514044,0.984420
1000.780185,0.781286
1004.655362,0.640654
1005.342893,0.687531
1006.061676,0.718783
1006.811711,0.750034
1007.530493,0.718783
1008.264902,0.734409
1014.718323,0.734409
1019.656049,0.984420
1020.624843,0.968794
1021.593637,0.968794
1022.468677,0.875040
1028.093935,0.953169
1028.984601,0.890666
1029.859641,0.875040
1030.719055,0.859414
1031.609721,0.890666
1032.469135,0.859414
1033.469181,1.000046
1034.344221,0.875040
1035.266138,0.921917
1036.156804,0.890666
1037.047470,0.890666
1037.969387,0.921917
1038.875678,0.906291
1039.813221,0.937543
1040.985150,1.171929
1051.735642,0.796911
1052.626308,0.890666
1053.626354,1.000046
1054.548271,0.921917
1055.485814,0.937543
1056.345228,0.859414
1057.235894,0.890666
1058.282817,1.046923
1059.376617,1.093800
1063.642437,0.765660
1064.454974,0.812537
1065.330014,0.875040
1066.267557,0.937543
1067.095720,0.828163
1068.142643,1.046923
1068.923929,0.781286
1074.611689,0.843789
1075.517981,0.906291
1076.299266,0.781286
1077.189932,0.890666
1078.111849,0.921917
1078.893135,0.781286
