timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1582293935610919,0,-1,-2,-2,-3,0,-1,-1
1582293935611847,0,0,0,0,8,-1,0,0
1582293935611847,-6,-5,-5,-3,-3,-2,-2,-2
1582293935632984,1,0,0,-1,2,2,0,-1
1582293935632984,1,-2,-1,0,-4,-3,-1,0
1582293935634788,-3,-1,-3,-3,-4,-2,1,-2
1582293935634788,0,0,0,-1,0,0,-1,1
1582293935647813,-1,-2,1,1,-5,-1,-1,-1
1582293935647813,-2,1,-1,-3,0,0,-3,-1
1582293935653778,0,0,-1,-2,-4,-1,-2,2
1582293935653778,-1,1,-3,0,1,-1,0,-2
1582293935670888,-2,-1,-1,-2,-2,0,-1,-1
1582293935670888,1,1,-1,1,3,0,0,-1
1582293935672246,-3,-2,-1,-2,-2,-1,-1,-3
1582293935672246,-1,0,0,-1,-3,0,0,1
1582293935692840,-1,-1,0,0,-1,-2,-1,-2
1582293935692840,-2,-2,1,-1,1,1,-2,-1
1582293935694624,-1,-4,-5,-2,-4,-2,-2,-3
1582293935694624,1,-1,-1,2,1,0,0,-1
1582293935707589,0,1,-2,-1,-12,-6,-1,0
1582293935707589,0,-1,1,2,16,9,0,0
1582293935721773,-1,-1,0,2,-2,0,-1,0
1582293935721773,0,-2,1,0,-2,-1,0,0
1582293935730601,0,0,-3,-1,5,-1,0,-1
1582293935730601,0,0,-2,-3,-9,-4,0,-1
1582293935731957,-7,-2,-1,-2,-4,-2,1,-7
1582293935731957,1,0,0,0,1,-1,-2,1
1582293935752986,-2,-3,-2,-1,-4,0,-1,-1
1582293935752986,2,-1,-2,-1,0,-3,-1,0
1582293935754468,2,-1,-1,-1,0,-1,-1,1
1582293935754468,-3,-2,0,-1,-3,-2,-1,-4
1582293935767510,0,0,1,0,2,1,-1,-1
1582293935767510,-1,-2,-2,1,-2,-2,-2,-1
1582293935774411,-2,-1,0,-1,0,-1,1,0
1582293935774411,0,0,-1,-3,-2,-1,0,-1
1582293935790883,-1,-1,-2,1,1,-1,0,1
1582293935790883,-1,0,2,0,-1,-1,0,0
1582293935792366,0,0,1,0,-5,-2,-1,0
1582293935792366,-1,-5,-1,-3,-2,-1,-1,1
1582293935813307,-2,0,0,-1,1,0,0,-2
1582293935813307,-1,1,-3,-1,-3,-2,-3,-1
1582293935814309,0,0,0,-1,-2,-2,-1,1
1582293935814309,-1,1,0,0,1,0,-1,-1
1582293935827313,-2,-2,-1,0,0,1,-3,-1
1582293935827313,-1,-2,-2,-3,-2,-2,-2,0
1582293935841232,1,-1,-1,-2,-17,-6,-1,-2
1582293935841232,1,1,0,3,22,8,2,-1
1582293935850401,1,-1,-1,-2,-3,-1,-1,-1
1582293935850401,-10,-3,-2,-4,-3,-2,-1,-5
1582293935852202,3,-1,-1,-1,1,-2,-2,2
1582293935852202,-3,0,-2,-3,-8,-4,-2,0
1582293935873158,0,-1,-2,0,-1,0,-1,1
1582293935873158,2,0,-1,0,1,1,1,0
1582293935874158,-2,-1,0,-1,2,2,-1,-1
1582293935874158,-3,0,-2,0,-5,-4,-2,-2
1582293935895592,-1,-1,-1,0,3,1,-1,2
1582293935895592,0,-1,-2,0,-3,-1,0,0
1582293935897084,-1,1,0,1,2,4,-1,-1
1582293935897084,1,0,-2,0,-4,-1,-1,1
1582293935918230,-2,-1,-1,-1,-1,-2,0,-3
1582293935918230,-2,0,-3,-2,-2,-2,-1,1
1582293935919172,-1,0,-1,-1,2,0,0,0
1582293935919172,1,-1,0,-3,-3,-1,-2,-1
1582293935940848,-3,-1,-2,-2,1,0,-2,-2
1582293935940848,1,0,2,3,2,-1,-2,0
1582293935942010,1,0,-2,0,2,0,-1,1
1582293935942010,-3,-1,-2,0,-9,-1,0,-2
1582293935955926,0,0,0,2,10,2,1,-2
1582293935955926,4,1,0,2,-1,2,0,0
1582293935957383,-8,-4,-2,-2,-1,-3,-2,-3
1582293935957383,1,-1,-2,-2,-7,-3,-3,1
1582293935969888,-1,1,1,0,-3,-3,-1,0
1582293935969888,0,0,0,-3,1,-2,0,-1
1582293935971883,-1,-1,0,0,-4,-3,-1,0
1582293935971883,-3,-2,-2,-2,0,-1,-2,-3
1582293935992887,0,1,0,0,0,-2,0,-2
1582293935992887,0,-1,-2,-1,-1,0,-1,0
1582293935994821,-1,0,-1,-1,0,1,0,0
1582293935994821,-1,-2,1,-2,2,-2,-2,-1
1582293936006844,0,-1,-2,-2,-2,-1,-1,-1
1582293936006844,-2,-2,-2,1,-4,-4,-2,-1
1582293936015767,-1,-1,-2,1,1,-2,-1,-1
1582293936015767,-2,1,2,0,3,0,-2,-3
1582293936030921,0,-1,0,-1,-6,-2,-1,-1
1582293936030921,-1,-1,-2,-1,0,0,-1,-1
1582293936031724,2,0,-1,-1,1,0,0,0
1582293936031724,1,1,-1,-1,1,0,1,0
1582293936052817,-1,-2,-2,-3,-19,-7,0,-1
1582293936052817,-2,0,0,4,18,5,-1,-1
1582293936054719,0,-2,0,0,0,-1,-3,-1
1582293936054719,-2,-1,-1,0,-1,-1,-1,1
1582293936066630,-1,-1,1,-1,-3,-3,-2,-1
1582293936066630,0,1,0,-3,-6,-3,0,0
1582293936075606,2,1,0,-2,0,0,1,1
1582293936075606,-2,-1,-1,-2,-2,-1,1,-1
1582293936090575,-5,-4,-3,-3,4,2,-2,-6
1582293936090575,1,0,1,-1,-2,-3,0,1
1582293936091794,-2,-1,0,-1,0,0,-1,1
1582293936091794,1,-2,0,-1,-4,1,-3,-2
1582293936112650,-1,-1,-1,1,2,1,-1,0
1582293936112650,-2,-1,-1,-2,-2,1,-1,-2
1582293936114505,-1,0,-2,-1,-3,-1,-3,-2
1582293936114505,-1,0,-1,0,0,0,0,-1
1582293936126527,0,-1,1,0,2,-1,0,-1
1582293936126527,-2,-3,-3,-1,-3,-2,-1,-3
1582293936135483,0,-1,-3,-1,-2,-2,0,0
1582293936135483,0,0,-1,0,-1,-1,-2,-1
1582293936150413,0,0,-1,-1,1,3,-1,0
1582293936150413,-1,-1,-2,-3,-5,-1,0,0
1582293936152406,-3,-2,-3,-2,0,-2,-2,-4
1582293936152406,-2,0,1,-1,-1,-2,-1,-2
1582293936172575,0,0,0,-2,-1,-5,-4,-1
1582293936172575,-2,-1,-2,-1,-3,0,-3,-1
1582293936174348,-2,0,-1,0,1,0,0,-2
1582293936174348,-1,0,0,-1,-2,0,-1,1
1582293936195483,-1,-1,-2,-1,-1,-1,-1,0
1582293936195483,1,-3,-1,-2,-2,-1,-1,-2
1582293936197283,0,-2,2,1,1,0,-2,1
1582293936197283,1,0,-2,-3,-3,-3,-1,0
1582293936210489,-1,-1,-2,-1,-1,-1,0,-1
1582293936210489,-1,-2,1,-1,3,3,1,1
1582293936212374,-1,-2,-1,-1,-3,-9,-4,-1
1582293936212374,3,-1,-1,2,1,1,2,1
1582293936233188,-5,-1,0,3,8,12,4,1
1582293936233188,0,0,0,-2,-7,-5,-2,0
1582293936234180,0,0,-1,0,-2,-1,0,-2
1582293936234180,-2,-1,-1,-3,-5,-11,-3,-3
1582293936246296,1,-1,0,0,5,3,3,1
1582293936246296,0,-1,-1,0,-2,-4,1,0
1582293936255173,-2,-1,0,-1,-2,-6,-2,-1
1582293936255173,0,0,-1,-2,-4,3,0,0
1582293936270288,0,0,-1,-3,-3,-6,-2,-2
1582293936270288,-3,-2,0,0,1,0,0,-2
1582293936272082,0,-2,-3,0,-2,-1,-1,-1
1582293936272082,-1,-1,-2,-1,0,-2,-2,-1
1582293936293319,-1,-2,0,-1,-5,-3,-3,-1
1582293936293319,-1,-1,-3,0,0,2,-1,-2
1582293936294029,1,1,0,0,3,8,3,1
1582293936294029,-1,0,-1,-1,-1,3,0,-2
1582293936306996,-2,1,-1,0,-3,-4,-1,1
1582293936306996,-1,-1,-1,-2,-3,-2,-3,-1
1582293936315962,-1,0,1,-2,-1,1,1,0
1582293936315962,-1,-1,-1,-1,3,3,-1,-3
1582293936330078,0,-1,0,-2,-3,-5,-1,-2
1582293936330078,-1,-1,-3,-2,0,0,-1,-1
1582293936336907,-2,-2,-1,1,-2,-2,-1,-3
1582293936336907,-3,-2,-2,-1,-1,-2,-2,0
1582293936353274,0,-3,-1,0,-2,-3,-3,-1
1582293936353274,-1,-1,-2,0,1,3,0,-1
1582293936354876,1,0,-2,-2,2,0,1,1
1582293936354876,-2,-1,-2,-3,-17,-6,-2,-2
1582293936367151,1,0,-1,3,19,7,0,-1
1582293936367151,1,-1,2,0,-3,-2,-2,1
1582293936375801,-10,-4,-3,-2,-2,-1,-4,-7
1582293936375801,1,0,1,0,-2,-6,-1,-2
1582293936389776,-1,-1,-2,-3,-8,-3,-3,-2
1582293936389776,2,1,0,-2,-1,-2,-2,-1
1582293936396936,1,1,-1,-2,-2,-1,0,1
1582293936396936,-2,-2,-2,0,3,3,1,2
1582293936411903,0,1,-2,-1,-4,0,-1,-1
1582293936411903,-1,-2,-1,1,4,0,0,-2
1582293936420738,0,-1,-1,-2,-4,-1,-1,0
1582293936420738,-2,-2,-3,1,4,1,-2,-1
1582293936435789,2,0,-2,-4,-3,-3,-1,1
1582293936435789,-5,-3,-4,-3,-1,-5,-2,-5
1582293936436641,1,-1,-1,-3,-16,-5,-1,1
1582293936436641,-1,-1,0,4,25,8,1,0
1582293936457633,-1,-1,-1,-1,-5,-3,0,0
1582293936457633,-1,-1,-2,-1,-3,-1,-1,1
1582293936459583,1,-2,-1,-1,1,0,0,-3
1582293936459583,-1,-1,-1,-3,-5,-2,-2,0
1582293936471697,-2,-1,0,0,-3,-1,-1,-2
1582293936471697,-3,-1,-2,0,0,1,0,0
1582293936480580,1,-2,-2,0,1,0,-1,1
1582293936480580,-1,-2,-2,-1,-3,-1,-2,-3
1582293936495970,0,-1,-1,-2,2,-1,0,-2
1582293936495970,0,-1,1,-1,-4,-2,0,1
1582293936496480,3,3,0,0,2,0,0,2
1582293936496480,-1,0,-1,1,0,0,-1,0
1582293936518005,-4,0,1,-1,-5,-3,0,-5
1582293936518005,0,-1,-2,-1,-2,-2,-1,-1
1582293936519423,-1,-1,-1,0,0,-2,-2,-3
1582293936519423,4,1,0,-3,-1,0,0,1
1582293936531390,1,-2,-2,1,-3,-1,1,-1
1582293936531390,-2,-1,0,-1,0,0,-2,-2
1582293936540361,-2,-1,-1,-1,1,0,-1,-2
1582293936540361,-1,0,-1,-1,-5,-2,-1,-1
1582293936555462,-2,-2,-2,-1,0,2,-3,0
1582293936555462,-1,-1,-1,0,-1,-1,0,0
1582293936557317,-1,-1,-2,0,-1,0,0,-1
1582293936557317,1,-1,-1,-3,-1,-1,0,-1
1582293936578426,-2,-1,-1,-2,-4,-2,-1,2
1582293936578426,1,0,-1,-1,-1,1,1,0
1582293936579490,-3,-3,-3,0,-2,-1,0,-2
1582293936579490,-1,-1,1,-1,-2,0,-1,-2
1582293936591466,1,1,-3,-1,-1,-2,-2,2
1582293936591466,-2,-2,0,-1,-2,-2,-3,-1
1582293936600625,0,1,-1,0,0,0,-1,1
1582293936600625,-1,-1,-1,0,-1,-1,-1,-2
1582293936615407,3,-2,-1,-1,-1,-1,0,1
1582293936615407,0,-1,-2,1,-1,-3,-2,1
1582293936617155,-11,-4,-1,0,1,0,-2,-6
1582293936617155,3,1,-1,0,-4,-5,-2,4
1582293936638247,0,-2,-2,-3,-2,0,-1,-1
1582293936638247,2,0,1,1,-1,0,0,0
1582293936639309,0,-1,0,-1,0,0,-1,1
1582293936639309,-3,-1,-1,-3,-3,-1,-1,-2
1582293936651631,-2,0,1,0,1,0,-1,-1
1582293936651631,-2,-2,-2,-1,-1,-1,-2,-1
1582293936660224,1,0,-2,-1,-2,-1,-1,0
1582293936660224,-4,-4,-2,-2,0,1,-1,-4
1582293936675058,2,-2,-2,0,0,0,1,0
1582293936675058,-2,0,1,-1,-2,-2,-1,-2
1582293936681983,0,0,0,-1,0,-4,0,-2
1582293936681983,0,0,-2,0,-1,0,-2,-2
1582293936698236,-3,-3,-2,-2,-3,-4,-2,-3
1582293936698236,-2,-1,-2,-1,0,4,-2,-1
1582293936698958,1,-3,-1,-1,-1,-2,0,0
1582293936698958,1,0,-2,-1,0,1,3,2
1582293936711907,-1,2,0,2,-2,-3,0,0
1582293936711907,-3,-1,-3,-2,-4,-1,-1,-3
1582293936720880,3,0,0,0,-2,0,-1,3
1582293936720880,-12,-3,1,-1,0,-2,-4,-7
1582293936734841,4,-1,-1,-4,-1,-1,-2,3
1582293936734841,2,1,1,-1,-1,-2,1,0
1582293936737251,1,2,0,1,-2,2,0,0
1582293936737251,1,-1,-2,-4,-3,-1,1,1
1582293936757785,-3,0,1,0,0,-2,-2,-2
1582293936757785,-1,0,0,-2,3,5,3,-1
1582293936759782,-1,-2,-2,-2,-2,-5,-2,-1
1582293936759782,1,-1,-2,0,-2,-7,-2,-1
1582293936771890,-2,-2,-1,-1,1,7,-1,-1
1582293936771890,-2,-2,-2,-2,-2,-4,-2,-2
1582293936780718,-3,-2,-1,-2,-2,1,-3,-3
1582293936780718,0,-1,-1,0,1,-1,-1,0
1582293936795679,0,3,2,2,2,2,3,1
1582293936795679,-3,-1,-2,2,-1,2,0,0
1582293936796675,0,-1,-2,0,-2,-1,-5,-4
1582293936796675,1,-3,-1,1,-2,-3,-3,-1
1582293936816629,-1,-1,-2,-2,-1,-3,-1,-2
1582293936816629,0,0,0,0,2,0,0,0
1582293936817834,0,1,-1,-2,0,0,1,-2
1582293936817834,-1,-1,-2,-1,0,2,-1,-3
1582293936839702,1,0,-1,0,0,-1,-1,-1
1582293936839702,-4,-2,-2,0,2,1,-1,-2
1582293936840564,0,0,-2,-1,-5,-8,-1,0
1582293936840564,-1,-1,1,2,-1,3,2,0
1582293936853574,-4,-2,-3,-1,-2,-2,-3,-2
1582293936853574,4,0,-1,-2,-1,-3,-1,0
1582293936862506,-2,-1,1,0,3,5,4,-1
1582293936862506,2,1,0,-2,-3,-4,-2,2
1582293936877465,-1,-2,-1,-2,-2,-3,-5,-5
1582293936877465,0,0,-3,-2,-4,-2,-2,1
1582293936878327,-1,-2,0,-1,0,-3,-2,-1
1582293936878327,0,0,-2,1,-1,1,3,2
1582293936907427,-2,-2,-1,0,1,1,0,-3
1582293936907427,-1,-2,-1,0,1,1,0,0
1582293936908381,-1,-1,-1,-1,0,2,1,-1
1582293936908381,-1,0,-2,-1,-2,-1,-2,-3
1582293936914360,0,-2,-3,-2,0,-1,0,0
1582293936914360,0,0,2,-1,-2,-4,-4,-4
1582293936915356,-1,1,-2,-2,-1,-2,-3,-1
1582293936915356,-4,-3,-1,-3,0,1,-1,-2
1582293936937299,-1,-1,-3,0,-2,0,-1,-1
1582293936937299,-1,-2,-2,-3,-2,-6,0,1
1582293936938305,0,-1,0,-1,1,8,1,0
1582293936938305,-2,1,-1,-2,-1,-4,-1,-2
1582293936959243,-2,-2,-1,-2,-2,-1,-3,-3
1582293936959243,-2,-3,-1,0,1,5,2,-1
1582293936960369,3,0,-1,0,-1,-5,-3,-1
1582293936960369,-4,-3,-1,0,1,1,1,0
1582293936975199,-2,2,-2,-2,-3,-3,1,0
1582293936975199,-2,-1,-2,-1,-5,-6,-4,-3
1582293936975199,-2,-1,-1,2,2,3,-1,-1
1582293936975199,3,0,1,2,5,9,4,1
1582293936997483,-4,-3,-1,-2,-3,-8,-4,-3
1582293936997483,-3,-1,-1,-4,-3,1,-2,-4
1582293936998301,0,0,-1,-1,-2,-4,-3,-3
1582293936998301,-1,0,0,-3,-2,-2,-3,-2
1582293937019135,-1,-2,-1,-2,-2,1,0,0
1582293937019135,-1,0,0,1,-2,1,-2,-1
1582293937020078,-2,-2,-1,0,5,15,4,2
1582293937020078,0,0,-3,-2,-1,-3,-1,-2
1582293937035090,-1,0,2,0,1,-1,-2,-2
1582293937035090,-2,-2,-3,-2,-1,-6,-1,-2
1582293937042026,-2,-2,-2,-2,-3,-7,-3,-1
1582293937042026,-3,-3,-1,-1,-3,-3,-2,-2
1582293937056984,2,0,-2,0,-1,-1,0,2
1582293937056984,-2,-2,-1,1,2,0,-1,-2
1582293937057976,-1,-1,1,0,-1,-2,-1,1
1582293937057976,0,0,0,-1,0,0,0,-1
1582293937079923,-1,-2,-3,-1,0,-3,-2,-2
1582293937079923,-1,-1,0,0,0,-4,0,-1
1582293937079923,0,0,-1,2,-3,0,-1,-2
1582293937079923,3,1,0,-3,-4,-4,-3,0
1582293937094878,1,1,1,1,1,2,1,1
1582293937094878,5,-1,-2,-3,-3,-1,-2,3
1582293937094878,-4,-1,-2,-1,-1,-4,-2,-3
1582293937094878,-1,-1,-1,0,-2,-2,-2,-1
1582293937117109,2,-2,-1,-1,0,2,0,1
1582293937117109,-9,-2,0,-2,-2,-1,0,-3
1582293937117815,1,-1,-1,-2,-2,-3,0,1
1582293937117815,-3,0,-1,0,-2,0,-3,-2
1582293937140765,-2,-1,1,-1,-2,-1,-1,-3
1582293937140765,-4,-2,-1,0,1,0,-2,-4
1582293937140765,-1,-1,0,0,2,2,3,1
1582293937140765,-2,-1,-1,0,-1,1,1,-1
1582293937154939,1,-1,-1,-1,-2,-3,-1,1
1582293937154939,2,-1,-4,-1,-2,0,-3,-2
1582293937155729,-3,-3,0,-2,-4,-2,-2,-2
1582293937155729,2,-1,0,-2,-1,-2,-2,-1
1582293937177664,-1,-1,-2,0,0,1,-1,-4
1582293937177664,1,1,-1,1,0,1,1,0
1582293937177664,0,-2,0,-2,-4,-1,0,-1
1582293937177664,0,2,0,-1,0,-2,1,0
1582293937199607,-13,-7,-1,-1,2,3,1,-10
1582293937199607,-1,-1,0,-1,0,0,0,1
1582293937200593,0,-1,-3,0,1,-2,-2,2
1582293937200593,-2,-2,1,2,1,0,-2,-2
1582293937214703,0,1,-3,-1,-1,-1,-1,0
1582293937214703,-1,-2,-2,-1,-1,-2,-1,-1
1582293937215854,-3,0,-1,-2,-1,-1,0,-2
1582293937215854,5,-1,-2,-2,-3,1,1,0
1582293937237686,-4,-3,-1,0,0,-2,-1,-1
1582293937237686,2,-1,2,1,1,1,1,1
1582293937237686,4,1,-3,-3,-2,-3,-3,2
1582293937237686,-2,-2,-1,-1,0,-2,1,-1
1582293937259863,2,0,1,0,0,0,2,2
1582293937259863,-8,-4,-1,0,-1,0,-2,-7
1582293937260436,2,1,-1,-1,-4,-3,-2,3
1582293937260436,-5,0,2,0,3,4,1,-5
1582293937274471,-9,-3,0,2,2,3,-1,-7
1582293937274471,1,0,-1,-1,-1,-3,-2,-1
1582293937275606,-1,0,0,0,0,0,-1,-3
1582293937275606,-3,-3,-4,-1,-3,-1,-2,-1
1582293937297395,4,0,1,-1,0,0,0,3
1582293937297395,0,1,1,-3,0,0,1,2
1582293937298335,-2,0,0,-2,-1,-2,-2,-1
1582293937298335,0,-1,-2,-2,-1,-4,-2,0
1582293937319767,3,1,0,0,-2,0,1,1
1582293937319767,-1,-3,0,0,-1,0,0,0
1582293937320280,-1,-2,-1,1,-1,-3,-1,-2
1582293937320280,-3,-1,1,1,1,1,-1,-3
1582293937334538,0,0,0,0,-1,-3,-1,2
1582293937334538,3,-1,-2,-2,-2,-1,-1,0
1582293937335245,-7,-3,0,-2,2,3,-1,-4
1582293937335245,-1,-1,-1,-4,-3,0,-3,-3
1582293937357182,3,3,0,0,-2,-3,-1,2
1582293937357182,-1,-1,0,0,-1,1,1,1
1582293937358310,3,0,-1,-1,-1,0,-1,0
1582293937358310,1,0,-1,-1,-1,-2,0,2
1582293937379160,-1,-1,-2,-1,0,-1,-1,-1
1582293937379160,1,-1,-1,-1,-2,-1,-3,-1
1582293937380132,-3,-2,-2,-1,-1,-1,-1,-3
1582293937380132,-1,1,0,0,-1,-2,1,0
1582293937394308,0,0,0,-3,-2,-1,-2,-1
1582293937394308,-1,0,-2,-1,-2,-1,-3,-2
1582293937395074,1,0,0,-1,-1,-1,-2,1
1582293937395074,-3,-2,-2,-3,-1,-2,-1,0
1582293937417018,1,-1,-1,-2,-2,0,0,1
1582293937417018,-3,-1,0,0,1,1,3,-4
1582293937418040,0,-1,0,-2,-3,-1,0,-1
1582293937418040,1,0,-1,-1,-1,-2,-6,1
1582293937439960,1,-1,-2,-2,-2,-2,-2,-1
1582293937439960,-4,-2,-1,-3,-1,0,-1,-1
1582293937441175,-2,-1,-1,0,0,1,-1,-1
1582293937441175,-3,0,-1,1,0,-1,-1,-2
1582293937453922,1,0,0,-1,-1,-1,0,1
1582293937453922,2,-1,-1,-1,-2,-3,0,1
1582293937461902,1,0,0,0,-1,-1,0,0
1582293937461902,-1,-2,-2,-2,0,0,-3,-1
1582293937477060,-3,-3,-2,-2,-1,-3,-4,-6
1582293937477060,0,-3,-1,0,0,-2,0,0
1582293937477852,-3,-2,-1,0,-1,0,2,-5
1582293937477852,1,-1,-1,-1,-3,0,1,0
1582293937499801,-4,0,-2,0,1,2,-1,-4
1582293937499801,-6,-2,-1,-1,0,-1,-1,-3
1582293937506782,-2,-2,-1,0,-1,-3,-1,1
1582293937506782,-1,-2,-4,-1,-3,-2,-2,1
1582293937514082,0,-1,-1,0,-1,-2,0,1
1582293937514082,1,1,0,-2,-2,0,-2,0
1582293937521744,-3,-2,-1,0,-2,-2,-2,-3
1582293937521744,-2,-1,0,-1,-2,1,1,0
1582293937536749,2,-1,0,-2,0,-1,0,1
1582293937536749,0,-3,-1,-1,-3,-2,-3,-1
1582293937537697,2,0,0,-1,-2,1,0,1
1582293937537697,1,-3,-2,-2,-1,-2,-2,-1
1582293937559642,-1,-2,-2,-2,0,0,-1,-1
1582293937559642,0,0,0,0,0,1,5,0
1582293937560641,-4,-2,-2,0,1,2,-1,-5
1582293937560641,0,-2,0,0,-2,-2,-1,0
1582293937573788,-3,-1,-1,1,-2,-2,-1,0
1582293937573788,-4,-1,-2,-2,-2,-6,-6,-3
1582293937582631,2,0,-1,-2,-3,-2,-1,2
1582293937582631,1,0,0,1,-1,1,0,1
1582293937597751,-3,-3,-4,-1,-2,-3,0,0
1582293937597751,0,0,-2,1,1,1,0,0
1582293937597751,0,1,2,1,1,-1,-2,-2
1582293937597751,1,0,0,0,1,-1,-1,-1
1582293937619633,3,-1,2,0,-1,0,1,1
1582293937619633,-10,-3,-1,-2,-1,-2,-3,-5
1582293937620709,3,0,-2,-1,1,1,2,0
1582293937620709,-3,-2,0,-2,-1,-3,-2,-4
1582293937634500,0,-3,-3,-1,-2,-3,-2,1
1582293937634500,4,1,-1,-2,-3,-2,-2,1
1582293937642612,1,-1,-3,-2,-2,-2,-2,0
1582293937642612,-1,0,-1,-2,0,-1,0,-2
1582293937657374,0,-1,0,-1,0,1,-1,0
1582293937657374,1,0,-2,-1,1,2,1,2
1582293937657374,-5,-2,-2,-1,-2,-3,-5,-2
1582293937657374,2,0,0,0,-1,0,-1,0
1582293937680479,-3,-1,0,2,1,3,4,-1
1582293937680479,1,-1,0,-1,-1,0,0,3
1582293937680479,-2,-3,-3,-3,-3,0,0,-1
1582293937680479,-1,-2,-1,1,2,-1,1,0
1582293937694323,3,1,0,-3,-1,-2,1,2
1582293937694323,-2,-2,0,1,-2,-3,-3,-3
1582293937702491,0,-3,-1,-1,-2,-1,-2,0
1582293937702491,-3,-1,-1,-1,-3,-1,-1,-1
1582293937717214,0,-1,-3,-3,-1,1,-1,-2
1582293937717214,-2,-2,-1,-1,-2,1,2,-1
1582293937718262,2,-1,-1,-4,0,-2,-1,1
1582293937718262,-2,-2,-3,-2,0,-1,2,-1
1582293937748135,-5,-3,0,0,0,-1,-4,-5
1582293937748135,2,0,0,-2,0,0,1,0
1582293937748135,0,0,-1,0,-1,0,1,-1
1582293937748135,0,0,-1,-2,-1,-3,1,0
1582293937754590,1,0,0,0,-1,-3,-4,-2
1582293937754590,-1,-1,1,1,-1,0,-1,-2
1582293937762285,-1,0,-1,1,-2,-1,-3,0
1582293937762285,3,1,1,0,1,2,1,2
1582293937777585,-4,-1,-2,-4,-2,-1,0,0
1582293937777585,-1,-1,-3,-1,-1,-1,-3,-3
1582293937778100,-1,0,-1,-1,1,-2,-1,-1
1582293937778100,-1,-2,-1,-2,-3,-3,-2,-1
1582293937800991,1,-1,0,-1,-1,-2,0,-1
1582293937800991,-3,-2,0,-1,0,1,-2,-2
1582293937800991,-2,-3,-2,-2,-3,-2,-2,0
1582293937800991,-3,-2,-1,0,1,0,0,-2
