timestamp,x,y,z
1582293935129137,-0.368652,-0.638184,0.59668
1582293935144098,-0.369629,-0.639648,0.598633
1582293935167035,-0.366211,-0.638184,0.605957
1582293935189973,-0.370117,-0.636719,0.619141
1582293935204934,-0.382324,-0.630859,0.621094
1582293935226876,-0.389648,-0.619629,0.630859
1582293935250814,-0.389648,-0.616211,0.635742
1582293935265769,-0.387207,-0.613281,0.648438
1582293935326649,-0.383301,-0.624023,0.646973
1582293935327606,-0.387695,-0.621582,0.638672
1582293935333866,-0.391602,-0.628418,0.637207
1582293935347740,-0.371582,-0.63916,0.642578
1582293935371487,-0.342285,-0.650391,0.654785
1582293935385661,-0.343262,-0.646484,0.641113
1582293935429373,-0.358887,-0.65332,0.630859
1582293935439345,-0.360352,-0.654297,0.63916
1582293935445292,-0.366211,-0.653809,0.63916
1582293935467268,-0.372559,-0.65625,0.638184
1582293935483189,-0.376953,-0.650391,0.642578
1582293935513282,-0.389648,-0.648926,0.633301
1582293935529070,-0.393066,-0.648438,0.64209
1582293935551223,-0.381836,-0.652344,0.653809
1582293935580073,-0.372559,-0.657227,0.649902
1582293935587916,-0.375488,-0.655273,0.649902
1582293935611210,-0.393066,-0.638672,0.660156
1582293935633847,-0.380371,-0.632813,0.672363
1582293935648089,-0.365234,-0.642578,0.680664
1582293935670888,-0.355957,-0.621582,0.665527
1582293935693636,-0.376953,-0.618652,0.66748
1582293935707589,-0.371582,-0.637695,0.665039
1582293935731552,-0.35791,-0.643066,0.677246
1582293935753472,-0.339844,-0.645508,0.662109
1582293935768426,-0.346191,-0.639648,0.655762
1582293935791366,-0.348633,-0.634277,0.645508
1582293935813735,-0.346191,-0.641602,0.652832
1582293935828268,-0.341309,-0.648438,0.648438
1582293935851262,-0.329102,-0.654785,0.643066
1582293935873381,-0.328125,-0.654785,0.643066
1582293935896141,-0.333496,-0.655273,0.642578
1582293935919030,-0.327148,-0.661133,0.635742
1582293935940964,-0.327637,-0.662109,0.641113
1582293935955926,-0.320801,-0.670898,0.644043
1582293935970884,-0.311523,-0.672363,0.636719
1582293935993875,-0.31543,-0.677734,0.632813
1582293936014994,-0.348145,-0.64209,0.6875
1582293936030921,-0.32666,-0.700684,0.614746
1582293936053881,-0.307129,-0.70459,0.634277
1582293936074929,-0.303223,-0.707031,0.641113
1582293936091567,-0.303223,-0.707031,0.638672
1582293936113704,-0.299316,-0.703613,0.631836
1582293936134653,-0.300293,-0.682617,0.641113
